,Bear_10th,Base_50th,Bull_90th,Absolute_Max,Absolute_Min
2025-04-01,1078013.3607149736,1080371.6199125997,1085464.6136946953,1086737.8621402192,1077423.795915567
2025-05-01,1086708.8335390482,1088929.4038023553,1089168.6920934324,1089228.5141662017,1086153.6909732216
2025-06-01,1081398.0859538445,1087471.0241238999,1093584.3095494707,1095112.6309058634,1079879.8514113305
2025-07-01,1067101.423164596,1086053.0052589488,1090276.938995232,1091332.922429303,1062363.527641008
2025-08-01,1059349.2908069568,1086402.382579825,1092721.499047341,1094301.27816422,1052586.0178637397
2025-09-01,1073925.4181640535,1083442.632889116,1086084.630038692,1086745.1293260858,1071546.114482788
2025-10-01,1053307.5941152235,1074724.4933207484,1095522.487615718,1100721.9861894604,1047953.3693138424
2025-11-01,1049721.2082903848,1067119.753984559,1098039.128257742,1105768.9718260376,1045371.5718668412
2025-12-01,1029262.1632698849,1051839.744665605,1090745.994540759,1100472.5570095473,1023617.7679209549
2026-01-01,1042389.5538830534,1066863.6895911351,1114649.3876253723,1126595.8121339316,1036271.019956033
2026-02-01,1017522.0625116458,1039438.5127397056,1095849.4331916021,1109952.1633045762,1012042.9499546309
2026-03-01,1011366.025116512,1048046.1578816836,1103473.5700272475,1117330.4230636384,1002195.9919252191
2026-04-01,1017417.5505210349,1058854.0655732134,1111676.3862583395,1124881.966429621,1007058.4217579903
2026-05-01,1013952.7048922052,1053639.2331074285,1097004.643409759,1107845.9959853417,1004031.0728383993
2026-06-01,1029373.8425902533,1057060.9625026921,1123842.107731153,1140537.3940382681,1022452.0626121437
2026-07-01,1034388.284479804,1052211.0205296488,1125608.9302586603,1143958.4076909132,1029932.6004673428
2026-08-01,1033087.1536566237,1063609.8250006852,1115471.7374171799,1128437.2155213035,1025456.4858206083
2026-09-01,1036968.0849757702,1058737.659846538,1110238.0699667097,1123113.1724967526,1031525.6912580782
2026-10-01,1048056.8519350187,1049288.190627936,1121524.3234523544,1139583.356658459,1047749.0172617893
2026-11-01,1051474.9466917936,1054825.137621003,1130983.0629734374,1150022.544311546,1050637.3989594914
2026-12-01,1052281.7300037805,1062828.4758667157,1140507.7819090667,1159927.6084196544,1049645.0435380465
2027-01-01,1041830.1133847242,1062232.53495096,1124398.466392423,1139939.949252789,1036729.5079931653
2027-02-01,1035532.7195338518,1065044.588755436,1113168.1212474762,1125199.0043704864,1028154.7522284557
2027-03-01,1032688.3545855783,1064368.517385334,1137569.9703578562,1155870.3336009867,1024768.3138856394
2027-04-01,1023371.5906472966,1076211.4255496715,1141191.1161619802,1157436.0388150574,1010161.6319217029
2027-05-01,1031507.8119776036,1072408.0547287369,1136983.0356932583,1153126.7809343887,1021282.7512898203
2027-06-01,1031585.4917445699,1094022.2615799531,1143727.043062927,1156153.2384336705,1015976.2992857241
2027-07-01,1061158.0732593331,1103265.3283083371,1142936.409079902,1152854.1792727932,1050631.259497082
2027-08-01,1065900.9336524538,1100067.3571817328,1139223.2943802762,1149012.2786799122,1057359.3277701342
2027-09-01,1067062.3978809693,1088858.5271119052,1132836.1274182338,1143830.5274948159,1061613.3655732353
2027-10-01,1076726.6179466352,1090772.7559660287,1132769.0475193448,1143268.1204076738,1073215.083441787
2027-11-01,1084605.2799037914,1105377.3987553811,1134658.2111754995,1141978.4142805291,1079412.250190894
2027-12-01,1085839.4703867373,1087874.9346290978,1120717.0804648183,1128927.6169237485,1085330.6043261471
2028-01-01,1084388.3494466324,1120336.306409939,1135704.6935600278,1139546.7903475498,1075401.3602058059
2028-02-01,1092857.5662746448,1102525.8694294947,1143288.4682996275,1153479.1180171608,1090440.4904859322
2028-03-01,1082049.3460615026,1115335.3054340195,1129879.3115713631,1133515.313105699,1073727.8562183734
2028-04-01,1080102.2230215925,1109095.4132067272,1131220.5137384606,1136751.788871394,1072853.9254753087
2028-05-01,1102433.713205477,1124316.9139037235,1125850.3557972116,1126233.7162705837,1096962.9130309154
2028-06-01,1085838.3638400561,1098494.6643809003,1124210.974988136,1130640.052639945,1082674.2887048451
2028-07-01,1079049.5180644486,1100521.7021316115,1127597.8017014237,1134366.8265938768,1073681.472047658
2028-08-01,1080214.127348339,1102451.6899256203,1130476.4249061237,1137482.6086512494,1074654.7367040187
2028-09-01,1076203.769199022,1110937.753153404,1128521.4383563057,1132917.3596570313,1067520.2732104266
2028-10-01,1056548.7012642194,1096382.114838407,1133270.4471693076,1142492.530252033,1046590.3478706724
2028-11-01,1056022.9168961921,1104224.963275218,1127478.515225185,1133291.9032126768,1043972.4053014357
2028-12-01,1039834.0408457775,1108030.17771015,1132065.6719105858,1138074.545460695,1022785.0066296844
2029-01-01,1056749.0535428696,1094503.7956736586,1127016.870773969,1135145.1395490465,1047310.3680101724
2029-02-01,1049530.782703619,1112295.7384477472,1137973.7775681724,1144393.2873482788,1033839.5437675868
2029-03-01,1047391.2091136647,1108838.9211124443,1128468.0653408738,1133375.3513979812,1032029.2811139697
2029-04-01,1061402.4216930666,1122068.1118825271,1142657.4913620085,1147804.8362318787,1046235.9991457015
2029-05-01,1046122.1299535815,1121338.7199311156,1158077.1538373278,1167261.762313881,1027317.982459198
2029-06-01,1050448.5825253564,1143741.322289864,1151060.9582763,1152890.867272909,1027125.3975842296
2029-07-01,1049150.870658404,1138725.0963626518,1141400.853823077,1142069.7931881833,1026757.314232342
2029-08-01,1054801.6921654446,1122401.0254928144,1145663.170427417,1151478.7066610677,1037901.8588336022
2029-09-01,1060580.0041800214,1116161.7840115365,1144660.089761067,1151784.6661984494,1046684.5592221426
2029-10-01,1059603.5458561745,1136405.3005676833,1138200.3431827826,1138649.1038365574,1040403.1071782975
2029-11-01,1064689.5589499872,1132717.760303127,1133849.3245137036,1134132.2155663478,1047682.5086117021
2029-12-01,1062166.7315550863,1118354.3780665894,1143956.219972867,1150356.6804494364,1048119.8199272106
2030-01-01,1055827.9437708997,1117051.2738497213,1150320.7424475043,1158638.10959695,1040522.1112511943
2030-02-01,1050834.5614914268,1123392.5199930405,1149994.4715078096,1156644.959386502,1032695.0718660234
2030-03-01,1053750.202329658,1103724.608174655,1133738.912209191,1141242.4882178248,1041256.6008684088
2030-04-01,1044713.7356012665,1093849.3185764686,1132609.1005676705,1142299.0460654711,1032429.8398574659
2030-05-01,1048599.4344467612,1087235.109501379,1144281.1169164255,1158542.6187701873,1038940.5156831066
2030-06-01,1046197.6913734527,1089784.713588665,1129365.099685659,1139260.1962099075,1035300.9358196496
2030-07-01,1055833.8233053181,1094949.94873742,1136725.8900204261,1147169.8753411777,1046054.7919472927
2030-08-01,1057031.5975408067,1084598.4556905061,1136765.068218094,1149806.721349991,1050139.883003382
2030-09-01,1049811.772091539,1085698.5563928538,1138400.2929595655,1151575.7271012433,1040840.0760162104
2030-10-01,1065313.3381753413,1090912.2810146445,1140344.4818742867,1152702.532089197,1058913.6024655155
2030-11-01,1058686.1325267528,1063284.7144523812,1135185.4715477834,1153160.6608216339,1057536.4870453456
2030-12-01,1064681.8402902482,1076187.2617043816,1165004.0106003457,1187208.1978243366,1061805.4849367149
2031-01-01,1075247.3922814718,1086570.359070629,1152661.284074051,1169184.0153249064,1072416.6505841825
2031-02-01,1066802.5843152504,1077137.4394763296,1169013.0224550057,1191981.9181996747,1064218.8705249806
2031-03-01,1072137.673665868,1082261.4068218612,1165771.5046918185,1186649.029159308,1069606.7403768694
2031-04-01,1073378.5455618773,1074681.47446729,1170859.987235983,1194904.615428156,1073052.8133355242
2031-05-01,1073227.0653765514,1097855.0998955076,1183052.2536613354,1204351.5421027923,1067070.0567468123
2031-06-01,1085154.9106679575,1086516.3182608176,1183629.1621890469,1207907.3731711041,1084814.5587697425
2031-07-01,1070511.7097770853,1070692.0906801654,1169620.9687959692,1194353.1883249201,1070466.6145513153
2031-08-01,1059020.9078258197,1073956.2707651467,1194513.740701411,1224653.108185477,1055287.067090988
2031-09-01,1074475.9997773468,1099244.3135683632,1211511.5309539682,1239578.3353003694,1068283.9213295928
2031-10-01,1082886.4225038986,1093294.0764206618,1223340.6923835494,1255852.3463742712,1080284.5090247078
2031-11-01,1090822.9531878124,1092800.2039901572,1206585.4819418183,1235031.8014297334,1090328.6404872262
2031-12-01,1088046.9535670828,1116735.256114086,1213773.2102473748,1238032.698780697,1080874.877930332
2032-01-01,1081993.7803992808,1128218.7771467622,1216302.352704565,1238323.2465940157,1070437.5312124104
2032-02-01,1095283.8891709612,1130177.0420917443,1204998.1807017492,1223703.4653542503,1086560.6009407656
2032-03-01,1087859.3121719484,1139370.1403207371,1223703.4416485375,1244786.7669804876,1074981.6051347512
2032-04-01,1090012.9801321002,1152998.1087390243,1238996.7299383183,1260496.3852381418,1074266.6979803692
2032-05-01,1086479.233137765,1137174.0642723776,1242415.930099453,1268726.3965562219,1073805.5253541118
2032-06-01,1089746.494239403,1150259.3878981608,1248967.748472637,1273644.8386162561,1074618.2708247134
2032-07-01,1074412.926799347,1142560.7164676057,1248373.985210638,1274827.3023963962,1057375.9793822821
2032-08-01,1083857.1083011576,1147338.254312915,1270544.4686225976,1301346.0222000184,1067986.8217982182
2032-09-01,1068033.1716894896,1143581.762288592,1280467.2334392527,1314688.601226918,1049146.0240397141
2032-10-01,1065604.7230710548,1158711.4417158545,1286553.0295698314,1318513.4265333256,1042328.0434098549
2032-11-01,1068590.706385743,1179445.2738448922,1291866.5851527906,1319971.9129797653,1040877.0645209558
2032-12-01,1076547.139887454,1174438.5948246722,1312381.7109821152,1346867.490021476,1052074.2761531493
2033-01-01,1081689.2276934395,1192712.6007114607,1305415.2960325982,1333590.9698628827,1053933.3844389343
2033-02-01,1104888.7747169635,1195549.7070041168,1298647.6661601602,1324422.1559491712,1082223.5416451753
2033-03-01,1111942.6944814713,1188796.0845487874,1320486.2434271788,1353408.7831467767,1092729.3469646422
2033-04-01,1124509.4547230958,1209908.4489325476,1344148.2023644447,1377708.140722419,1103159.7061707329
2033-05-01,1138545.3857217769,1216561.9702824946,1338198.7012708227,1368607.8840179048,1119041.2395815975
2033-06-01,1163115.7038115533,1254090.7230324137,1352496.268393073,1377097.6547332378,1140371.9490063381
2033-07-01,1170527.4801553104,1259547.492111032,1349262.3639548724,1371691.0819158326,1148272.47716638
