,Bear_10th,Base_50th,Bull_90th,Absolute_Max,Absolute_Min
2025-04-01,1076902.0436539247,1078846.1387176625,1097978.7319927355,1102761.8803115038,1076416.0198879903
2025-05-01,1099367.5811546152,1105973.0079561102,1109734.2672663687,1110674.5820939334,1097716.2244542413
2025-06-01,1089312.889474684,1109215.3501008719,1121453.9847554716,1124513.6434191216,1084337.274318137
2025-07-01,1049323.4496986496,1107440.777140851,1125747.2330657765,1130323.8470470079,1034794.1178380992
2025-08-01,1025742.6404149584,1110454.3321469359,1159958.4297446136,1172334.454144033,1004564.7174819639
2025-09-01,1040315.7376503577,1124644.2352140897,1156799.21879529,1164837.96469059,1019233.6132594247
2025-10-01,1008977.8865763941,1142830.1357738923,1159736.6033440365,1163963.2202365724,975514.8242770196
2025-11-01,990796.9911148793,1121655.2921626798,1134725.0779020379,1137992.5243368775,958082.4158529291
2025-12-01,963253.7298057494,1100446.2388050933,1117247.8504142675,1121448.253316561,928955.6025559134
2026-01-01,977841.8172427231,1111240.4897669638,1165831.1711534122,1179478.8415000243,944492.1491116629
2026-02-01,948952.53760108,1072100.2629680904,1165642.5231129907,1189028.0881492158,918165.6062593274
2026-03-01,929006.4206801704,1062283.900549135,1184581.801778698,1215156.277086089,895687.0507129292
2026-04-01,925018.6753044361,1078635.190880466,1207762.674190947,1240044.5450185672,886614.5464104286
2026-05-01,918336.6427067935,1048561.353683636,1169022.358619554,1199137.6098535333,885780.4649625829
2026-06-01,940095.9572326713,1042573.3596822128,1198538.4586504505,1237529.7333925099,914476.6066202859
2026-07-01,946579.1940035243,1014723.416127011,1216620.4806051464,1267094.7467246803,929543.1384726525
2026-08-01,951233.7169313704,984834.0899292339,1190491.2978427843,1241905.599821172,942833.6236819045
2026-09-01,935773.2080917084,954774.8761100464,1184443.1121152712,1241860.1711165775,931022.7910871239
2026-10-01,919794.0432316541,926025.1809441348,1187585.9210960744,1252976.1061340591,918236.2588035339
2026-11-01,912691.5525217829,913590.1114954693,1173283.9437594556,1238207.401825452,912466.9127783614
2026-12-01,908493.156301328,930688.8846029097,1177801.1309878717,1239579.192584112,902944.2242259325
2027-01-01,902559.2309872801,925881.8059303144,1145528.5481505503,1200440.2337056093,896728.5872515216
2027-02-01,896295.9701424631,915144.2169323176,1133175.692010881,1187683.5607805217,891583.9084449995
2027-03-01,902750.7053746841,908197.8518484546,1163481.9029477108,1227302.915722525,901388.9187562414
2027-04-01,883241.6333100008,903638.253639657,1170591.1301896002,1237329.349327086,878142.4782275867
2027-05-01,871670.7621467281,894710.73488024,1148272.0065634693,1211662.3244842766,865910.7689633501
2027-06-01,887156.051603886,938175.7541317787,1117727.4033271624,1162615.3156260082,874401.1259719128
2027-07-01,909567.255994875,953167.4824629718,1107301.5256337868,1145835.0364264904,898667.1993778507
2027-08-01,928841.7618673589,961519.150140447,1098402.2948358706,1132623.0810097265,920672.414799087
2027-09-01,941045.4950848815,962758.835525881,1090109.8923555245,1121947.6565629353,935617.1599746317
2027-10-01,952258.1160297564,985367.0381203536,1094027.7469896418,1121192.924206964,943980.885507107
2027-11-01,973157.3204120197,1034643.133539512,1102347.0178351921,1119272.988909112,957785.8671301466
2027-12-01,985163.5758778916,1015004.1946582202,1072634.7165529905,1087042.347026683,977703.4211828095
2028-01-01,980922.8432672526,1022421.4953795255,1062184.9415862185,1072125.803137892,970548.1802391843
2028-02-01,989703.7713897332,1027910.4823074932,1070035.2132136626,1080566.395940205,980152.0936602931
2028-03-01,980993.4395715583,1019495.3337073072,1049149.0846718936,1056562.5224130403,971367.966037621
2028-04-01,973199.2787851753,994869.8763275128,1037076.3867770903,1047628.0143894847,967781.6293995909
2028-05-01,981353.9604634446,990090.1355115179,1015907.2783734023,1022361.5640888734,979169.9167014263
2028-06-01,933370.1687041657,947522.1701900458,971726.5270733864,977777.6162942215,929832.1683326957
2028-07-01,902464.0681305057,966173.9883616406,978876.0328192202,982051.5439336151,886536.5880727221
2028-08-01,910195.3140989231,937912.0206028139,977294.4611545946,987140.0712925397,903266.1374729504
2028-09-01,908786.9863053531,923292.1510073736,980651.335479079,994991.1315970054,905160.695129848
2028-10-01,888021.5212363957,899789.3814791787,993542.1641592829,1016980.3598293089,885079.5561756999
2028-11-01,863119.0811009258,899020.3256880456,986046.5496017233,1007803.1055801428,854143.7699541459
2028-12-01,850574.7480932246,861883.5786831432,976691.1425444925,1005393.0335098298,847747.5404457449
2029-01-01,836577.5040619454,881323.2303945982,967835.4988233139,989463.5659304928,825391.0724787822
2029-02-01,826454.4666933685,864248.6127274918,960469.8142861304,984525.1146757901,817005.9301848377
2029-03-01,823577.7018465494,871056.4140521641,942191.0859745952,959974.7539552029,811708.0237951458
2029-04-01,833440.3805116322,893606.759179341,951640.773193322,966149.2766968173,818398.785844705
2029-05-01,839618.5325180121,889035.9815995872,972652.3272431287,993556.413654014,827264.1702476183
2029-06-01,857068.0638578334,887822.8403290586,969681.4757775816,990146.1346397123,849379.3697400271
2029-07-01,859612.058965633,882908.2204164875,965499.4644198394,986147.2754206774,853788.0186029194
2029-08-01,862193.2266849506,907722.8274530369,978263.1825826373,995898.2713650374,850810.826492929
2029-09-01,868397.8610478725,916630.0054866271,962662.5075715674,974170.6330928025,856339.8249381838
2029-10-01,871140.5412661629,905775.123895746,941941.5609049473,950983.1701572477,862481.895608767
2029-11-01,858859.5913419815,891595.4594221079,935429.6709865759,946388.223877693,850675.62432195
2029-12-01,869675.849995542,875390.2884412645,919788.2693291379,930887.7645511063,868247.2403841113
2030-01-01,856133.0181495764,887933.5192543756,923011.4141322222,931780.8878516838,848182.8928733766
2030-02-01,839741.4694192576,891849.8513344164,942052.3007968214,954602.9131624226,826714.373940468
2030-03-01,843273.2386916562,877303.7882786477,902171.9147313323,908388.9463445034,834765.6012949082
