,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20,iter_21,iter_22,iter_23,iter_24,iter_25,iter_26,iter_27,iter_28,iter_29,iter_30,iter_31,iter_32,iter_33,iter_34,iter_35,iter_36,iter_37,iter_38,iter_39,iter_40,iter_41,iter_42,iter_43,iter_44,iter_45,iter_46,iter_47,iter_48,iter_49,iter_50,iter_51,iter_52,iter_53,iter_54,iter_55,iter_56,iter_57,iter_58,iter_59,iter_60,iter_61,iter_62,iter_63,iter_64,iter_65,iter_66,iter_67,iter_68,iter_69,iter_70,iter_71,iter_72,iter_73,iter_74,iter_75,iter_76,iter_77,iter_78,iter_79,iter_80,iter_81,iter_82,iter_83,iter_84,iter_85,iter_86,iter_87,iter_88,iter_89,iter_90,iter_91,iter_92,iter_93,iter_94,iter_95,iter_96,iter_97,iter_98,iter_99
2031-05-01,1513771.2151444023,1334326.0017629382,1737515.5144683293,2185932.014833669,1214196.9783034287,1916576.654973024,1351143.6335410618,1246679.0012018653,1293649.472965308,1245567.2732218124,1390913.1148051042,1551319.1618750219,1880359.0111369265,1560272.3347314335,1995813.3201735297,1566049.7463569464,2129357.354057146,1530156.3543648948,1081157.0571369613,1709244.2742844012,1986479.7003379867,1182039.3208482456,1991104.3446245503,1008817.7782754,1480026.698959668,1638713.8579973343,1383733.17257944,1550058.5282136716,1188128.6821229644,1766418.8204343612,1488578.17364346,1382527.239686101,1312879.6394399921,1499008.8382671264,1694184.4199800745,1231912.04971726,1944771.6903054626,1460235.5407028692,1391841.5889461127,1804713.8139244663,1558003.5196674634,1770899.7749204133,1432029.254223648,1421171.319122859,1535462.691119808,1189865.7048382564,1461996.877395941,1350736.03210524,1434273.6117610643,1898515.376673107,1446894.3882795211,1577537.9616069023,1558578.6940427625,1787700.64305927,1732595.0145599786,1570108.3914493215,1257978.7668504335,1250131.9385432804,1634569.2597422218,1542767.5098821316,1545757.1074545938,1488118.569401083,1453601.8756695983,1723987.3444639156,1369607.8702023965,1597223.8249285668,1473983.9913445723,1322744.5647165717,1175286.5771142892,1392490.5021156536,1471390.3677568994,1086000.2498857717,1527995.4178639797,1363179.8116090249,1450841.311174064,1397538.2930325938,1869134.5439611992,1454493.352058833,1757442.6299162146,1649732.725667136,1228654.1283999216,954073.2507516888,1814309.5293468523,1785418.4794767925,1185917.6887783816,1256164.8689048225,1764076.7825389896,1253217.516022634,1325628.6997633623,1447966.7324862871,1647791.044795408,2158707.4811854567,1569040.2747236162,1862417.6634448068,1406617.6135664312,1610535.9224745198,1136552.2450310132,1726046.7697948362,1635277.129177277,1828547.2828904297
2031-06-01,1528367.09503667,1333648.6584591323,1738203.6196913605,2215368.8245186373,1214860.0658173787,1914205.5322741566,1352142.5280437483,1258102.736701071,1310953.730218996,1235819.4202964415,1393011.7226713388,1550416.1507398773,1915585.1826409611,1573371.80712941,2025551.5023049763,1555448.7088169141,2141872.2759779543,1518287.657829769,1078177.4561832133,1702633.5003793964,2013381.7968136945,1189031.4597747116,1996183.303663496,1014733.7061517993,1510827.1101795817,1640580.7868739455,1407040.941464472,1526346.7128824985,1190820.6817835036,1801331.2051980214,1503240.830355551,1379137.1868681393,1331111.978776247,1481354.220076606,1716660.5046695583,1256564.0854935667,1928154.3122453042,1474232.3082161502,1412388.9015812476,1798014.2116225255,1546454.8811444053,1758002.8843004392,1450362.427772795,1441049.6224171326,1548805.0325408923,1196473.379910396,1452583.7767712069,1373646.8539249522,1438701.2031829176,1895124.1245343362,1425421.0021558483,1572815.3591944142,1582501.492218393,1811245.6869373778,1747473.015245968,1558477.3448610068,1262847.8120341077,1256280.1648217053,1633117.1694789252,1547716.1097415984,1528954.2029643876,1501550.8176349245,1490317.2912934944,1730736.1517334117,1366029.2724489155,1609133.4644728706,1456544.6342090578,1312741.7408047926,1175658.2136040719,1384859.6554919223,1436662.0772795372,1078842.635752803,1549471.0116718228,1357125.2599653064,1454980.7476132705,1390572.6177103017,1901453.6336326639,1468272.2069556762,1782377.1041580546,1663147.848768235,1221376.9719890137,971465.0471739463,1822754.0586981303,1805172.9366010756,1196838.1001957553,1252410.198419237,1747273.4191759329,1268095.2069871658,1333351.0919829835,1449091.4842194002,1649132.1190735067,2181201.9437745647,1576906.5620867542,1840125.9643182864,1416017.460027753,1608641.9354405114,1156903.6940385087,1734894.2602515053,1649827.4880319717,1842266.9254712407
2031-07-01,1535167.6367521866,1340712.113035067,1724699.7567288398,2234328.505528979,1210672.1635762283,1897370.7254321538,1344360.443778413,1253696.8212470263,1310507.6090958188,1224201.466692046,1377971.0717287287,1529731.5411347272,1963083.476761673,1568435.3489613151,2016576.7681104091,1524754.3116711464,2172773.132640214,1487587.89244173,1076499.524541827,1710070.1138833251,2031866.385518744,1196076.685496194,2006242.1611623624,1014893.2494319004,1517644.6138454585,1614170.4010341456,1420215.5453325969,1495477.0362275157,1199237.3880725568,1842335.9691242876,1510032.0588603276,1341101.9591292697,1335126.2007115248,1487568.992652189,1711473.1015298085,1266015.7017501483,1942030.1640991764,1506704.4127891895,1440420.256222868,1792098.4917454915,1534124.9019253885,1746400.338039923,1470727.223375391,1461660.1549290277,1531032.431976898,1200144.5254387895,1451317.5604076409,1381874.383494538,1431992.542514176,1889218.1160254446,1394184.3166346385,1573842.3813352839,1592940.7090197748,1832235.168630108,1771828.2442417685,1550957.012941043,1248625.0734222808,1247770.9747960079,1620861.3052186784,1541207.338708674,1525507.3201576618,1501068.7972731967,1508468.0591873098,1744669.9421339694,1356473.4333856732,1605907.6585004993,1431178.6453473186,1316040.1275851245,1176155.484795925,1390309.2293082848,1415040.0441648467,1083936.9110772838,1569449.011736841,1345039.8368459013,1443864.9387990276,1397930.7431542096,1899368.3478533684,1457951.9102707636,1826565.3324394035,1649437.8567137192,1220950.3411035708,967000.2015805808,1841735.430670678,1809224.247576702,1185711.1560436627,1256017.8918298224,1751335.4000834315,1275025.6091006838,1355452.0753768722,1445005.7335210913,1644313.435103745,2191403.731522141,1576591.4611939297,1787999.8622082341,1438883.4995618963,1578067.963530218,1160359.9117041673,1732223.638937786,1649108.7406426964,1823556.5477949893
2031-08-01,1555414.209273644,1355899.37912492,1724852.9823261416,2270480.136506892,1210850.6688230294,1883181.9574368102,1329481.2494945626,1267082.808677691,1303770.098301717,1229362.9528608397,1396634.9650754128,1507962.688851503,1997869.9860964983,1549414.9307810445,2022260.424653077,1501028.0757891221,2197005.517173507,1436381.67181461,1072903.6198339981,1731898.0777659335,2059943.1443246852,1209698.665221844,1983995.9018453478,1022431.034405923,1507062.7721071574,1592164.6549153908,1428851.5824408282,1462178.80025299,1199845.3538532178,1875463.9593349195,1513176.9156327373,1309149.1930672876,1361391.8183701914,1493300.1949655174,1725934.0652181266,1286107.3305016817,1923822.6544692765,1527432.0569547813,1459506.8606709344,1783031.3936698916,1510014.7699413483,1749680.853874073,1486929.9554776454,1475515.9168860866,1522721.0924344738,1205127.4405285185,1449747.652399563,1389178.9171462278,1456898.4616092904,1899332.5942142077,1372688.3028818013,1556297.3108622443,1596120.8241869803,1825938.7244340002,1782129.3487594798,1552411.9326307226,1244512.0239550709,1248909.5659027146,1605927.6821925987,1540540.5783517978,1503419.1107203914,1498929.2963374052,1512904.7868977473,1733146.4194552272,1335538.1545791589,1602080.2751536188,1421507.3401405162,1332446.0328448694,1188502.473512346,1375998.9327903073,1392786.1701715176,1087641.5420301028,1602478.6431431,1360143.099664744,1443083.3383944994,1400006.3442680587,1895635.700058727,1446240.3541490047,1872554.5864964286,1625340.1235760052,1225874.940388964,974003.9565396386,1851928.8283050533,1812237.686589499,1198962.1961220286,1255099.3873124,1763261.2890890555,1270637.7300344137,1368880.1497217738,1445551.6912660757,1663185.8288314326,2239163.0420928593,1593164.3226106071,1754173.178149563,1459044.5684589045,1544233.6491708648,1149649.6865476577,1715462.0493103217,1675011.0506467882,1819804.7362064242
2031-09-01,1594293.7646652812,1387013.06598471,1714059.9978203818,2296626.0764536564,1224859.2140544178,1904329.9764531676,1345273.4389202385,1273131.6490062214,1322489.0061522434,1237083.503138597,1410939.9631084,1494793.016795009,2042951.4762485214,1550886.8428891595,2024162.8668038812,1497193.753185045,2206457.6126622874,1402188.7764890445,1086291.2081893228,1747363.2014428985,2079482.5865727537,1223278.020650832,1979665.922708153,1033467.7311622676,1500591.3973547537,1599903.900892304,1442135.3206120112,1465247.4618527617,1189475.7535499244,1891577.9257634508,1511801.863994404,1305362.246555694,1376430.3396245185,1515005.2273384333,1752202.1531862805,1310332.2916772899,1894038.8372679707,1570214.3990770883,1475823.6490833834,1789914.92389494,1510257.83073196,1761922.1385911133,1501303.518500874,1496320.9671456795,1497700.5166580335,1220737.67410431,1439093.0834884138,1407710.3791097743,1470255.1419950777,1907066.3430702982,1345233.7811002848,1532448.732910658,1597344.4549606943,1830949.6625278394,1802183.4512570163,1557703.990771018,1238644.7081121989,1228068.1793628747,1595018.7751857147,1565256.9643069783,1515499.9276700031,1506102.5339803388,1532333.2056453514,1730901.4964228028,1342390.3808396128,1631323.0034879495,1442714.1088463226,1361941.8893062838,1201914.8791831534,1372248.9360362834,1374448.7261158423,1084632.9032279043,1622627.9416850158,1385783.3977992872,1452852.2934719974,1390169.2882294217,1888544.8386455073,1435004.5082482854,1912833.169602397,1613265.6562992176,1232701.6335852935,983512.9854157327,1876314.6405818444,1829397.4301515503,1199127.0371672781,1253913.4100972037,1771675.4184505076,1277496.3767660155,1393190.949315372,1458423.927268326,1682614.7762233114,2281543.8549761167,1612006.2813503763,1745325.620408765,1490188.5688071835,1538315.6872476232,1149209.536915339,1709417.4414025876,1721947.4214141176,1813803.0273864325
2031-10-01,1612426.3860205999,1390769.2813707225,1727120.4065670276,2288885.602429078,1233882.5604897882,1927098.9430272635,1361499.926173241,1284398.494592063,1339248.5203207196,1232425.2970561353,1410643.5635568625,1500735.918535367,2090052.0708147283,1534668.8419020425,2043997.5867543186,1501388.3226345726,2211852.933079933,1372791.6690600123,1089131.53411811,1757447.8767371196,2105065.519190776,1219129.991081188,1969408.814442022,1040370.6722361709,1504197.735361943,1619003.8621131945,1448816.8341080928,1469223.8852820138,1173128.5222459969,1919156.4440883268,1509599.984414087,1300944.6276063067,1394040.3096312548,1538603.4402997298,1775240.35652338,1324385.5849698903,1876978.9119236711,1600412.2243784482,1481242.5280649927,1774857.5220407792,1511451.4378795237,1779818.6204435574,1500784.9525357496,1515451.4501191415,1486870.341082534,1223809.6208937115,1427659.2629923497,1418553.0161074193,1473213.8558703577,1906461.3577922976,1312202.0610875566,1510406.2333993965,1572667.2658949308,1827592.5485780525,1799260.9172895537,1551223.696074532,1245926.1372279122,1217220.7510613883,1580762.0017069953,1591024.0502340794,1528523.675863949,1515506.633377943,1555749.0864892283,1714773.2595470874,1359742.0404815578,1655874.959354768,1465337.8586006057,1374289.485174888,1198202.1970796061,1356111.478744254,1373711.1070401073,1090349.785776583,1636159.1402899518,1409936.4875840535,1460790.941512419,1393019.6269947083,1890426.9390686462,1440209.3875710424,1944340.1847741494,1618044.9899982675,1248926.3695018473,998902.1684745186,1884755.3505057273,1829545.2565615347,1197477.4260539513,1260084.6794338066,1780117.2031171096,1307414.6844367173,1420047.6246190325,1460882.0454796066,1689068.5598081478,2304143.5753622996,1642941.5731147917,1761739.9300158147,1510416.3690941478,1522376.2516368483,1148273.9565431233,1701595.8969395244,1743089.6748261745,1807924.379740905
2031-11-01,1618428.7089160867,1386801.0858392576,1754192.2460973472,2261583.0199185302,1232186.5097353323,1930220.6772331512,1359403.8152332096,1293003.9580633405,1352793.0002670847,1231093.2705894564,1426353.1668041514,1499548.1388293025,2088553.9931095343,1518109.8370483927,2070013.7981612498,1503512.5107186968,2216312.851612972,1362292.2239625077,1095476.6962112887,1737247.9389320388,2101459.733138226,1227365.8576566083,1957850.6776385896,1050702.9518658812,1492676.3605622856,1638312.7015620351,1450231.7122188515,1471646.1475422326,1156623.1127525212,1937134.9195730025,1516471.5125888744,1305160.5318873157,1377298.1803948102,1561159.5247826676,1773778.4482783529,1345396.7185571785,1859811.7215622778,1597567.504875049,1487185.046475217,1760577.7352959437,1506755.615994348,1743951.050024488,1515335.7182760944,1522582.950207045,1486067.861361761,1197945.7984945043,1427568.16758176,1424932.693674549,1452512.2943711476,1905085.5676733674,1287409.945143715,1493129.4824790135,1550511.7122272945,1822303.8330501656,1791885.6253386617,1542262.399617076,1234311.3239287254,1225459.0060330804,1565416.6344299023,1595069.3861927597,1542190.4074559684,1506447.9213124528,1583706.0982465555,1678023.6382367625,1374566.358877585,1660456.2358101653,1443721.8909429414,1367190.1777214666,1196007.0249822247,1352451.1335969225,1366413.0824572486,1088441.6340857996,1645374.7869585985,1409992.2859329118,1449335.5543335252,1411061.697655074,1903230.039627169,1425851.007991165,1966843.8289547982,1631206.888115569,1246151.9277060376,1008306.6593925196,1900732.9915706564,1838378.9444561747,1208284.5419511585,1264484.9986476556,1767520.7720955005,1349847.2421046267,1440702.228375181,1453832.1239908703,1704558.7601303016,2305172.6228530915,1662111.8344359857,1795220.7381930014,1525330.3922313123,1536640.3516025923,1145736.9273779022,1682078.7878947146,1763555.3865223115,1813830.2049225064
2031-12-01,1615419.8704565584,1369289.1745115996,1774598.5962908438,2240754.0283672223,1231991.2081360384,1922014.5042534363,1358291.6830937243,1311717.121994826,1351137.039845892,1223634.8047418154,1431030.1774459537,1485387.4238442548,2065309.0213905144,1498487.313607172,2092927.181106108,1511930.618207392,2234976.1549936873,1351962.0482653906,1103853.3045838305,1716128.2632940358,2115808.861718002,1241600.0613132904,1945013.5661853857,1048548.7851558422,1503051.027262363,1658438.3241240855,1428833.1216911504,1479731.1852689385,1143309.8534595177,1971838.581062409,1527527.202224402,1289634.4466653215,1372038.3937023175,1580118.9280406323,1763211.9764288848,1365172.0304113652,1848327.5639715572,1588250.0540842903,1483294.9686962203,1768679.5721898559,1526799.4060221233,1716319.7678585278,1520539.2043878378,1532539.209956195,1496335.368409927,1164716.4241153873,1425380.745984448,1418751.46723452,1432642.6627423826,1872879.2812178116,1275607.6033591044,1482069.04124995,1542858.3635028137,1808237.2774764015,1796007.455956806,1527037.486087628,1227985.4244774932,1227316.32696818,1547198.096246671,1594092.8344597954,1552362.6695847926,1488478.1098607471,1590573.9842840794,1656219.496776773,1385601.7130684636,1641336.9570921024,1435993.993112065,1363137.2652836386,1191714.812570905,1346916.7858903997,1350500.6575034196,1084142.9840908502,1664174.0168408293,1403669.8808008644,1433543.5855231867,1403143.7555676794,1900870.0507260475,1414805.3852571542,1996066.9054467743,1643749.1851158256,1230788.0211129568,1023049.9292959333,1902607.43305695,1841671.8653358107,1205130.9576093073,1271260.9591205185,1736384.8957813648,1381562.700946047,1447328.344384197,1457459.0542766138,1705576.957873851,2332433.6448603915,1679059.5821358215,1829629.703643373,1547358.9848620903,1536465.170331182,1153710.8989358365,1680518.683984358,1765930.5422894962,1828850.700951729
2032-01-01,1631567.076086176,1363920.6755996468,1806552.553374211,2274724.7445726087,1238346.287641588,1902688.484003654,1368155.9856639428,1321203.634175501,1348907.5520822608,1239729.2087853027,1438328.4460471005,1475589.4543443108,2050814.0217845906,1496715.2492292179,2096525.6525923803,1518337.2826775224,2266022.57595793,1327691.332355688,1113424.6613063659,1705237.641103128,2137037.8212203453,1254766.7882247495,1951659.0760050404,1065873.7623299328,1510298.2758593324,1681645.26394919,1419545.8943718423,1492531.9346418306,1135314.0177921623,2014944.1939611128,1532247.5488176534,1310626.7985327968,1381810.4257491012,1612616.9099167427,1760741.290430606,1386052.4822531228,1869542.8611012732,1573142.4301951071,1511588.6554870745,1766192.4748555042,1555676.7560182328,1717521.5966944213,1546029.4702377974,1551892.596581054,1511655.8229586931,1161478.0928731505,1433853.281461698,1436110.133813706,1431520.8683350224,1870276.960880879,1265448.3787704252,1467228.9137611086,1557816.2827004814,1800904.8219808142,1820024.3709458795,1532895.895340186,1242805.0704545437,1236887.2625869547,1530663.9167159598,1629555.6158860035,1575014.3726115834,1509567.7715532505,1590169.4800135982,1665156.9671119025,1393618.6379571133,1629630.426465587,1440103.6512387162,1375997.0777352252,1207027.9569512329,1332886.726862468,1355335.0670798975,1094106.613970206,1680095.3513101605,1397715.640977083,1428887.6114893972,1409360.9950547845,1943413.0235646113,1402404.5495558255,2012312.6418897458,1654679.4577310004,1252878.2847947762,1037247.6824939852,1902450.2555759465,1862939.0452467143,1205968.1690656776,1296912.353671243,1727307.971535302,1414981.787739852,1452647.315227643,1463118.0614335127,1727691.787820033,2365884.31136566,1703573.9391634248,1881813.3496789217,1571140.4957895295,1558907.3801812592,1169485.4326711546,1672933.9889453393,1747255.5363104602,1867712.6773218364
2032-02-01,1648082.4356545205,1372832.6625454412,1827596.8203786616,2348387.142137751,1271072.027141611,1900910.3188181925,1388150.470071714,1341078.8078196486,1367668.7632599105,1258083.2076321917,1429061.254951544,1466849.4028833727,2057468.5942919196,1489697.2309349973,2097968.0484431386,1526748.9813368653,2316955.422324265,1315995.4356995244,1128302.9162490442,1709520.6300033936,2163928.149587654,1264622.314221965,1977646.7931085674,1080078.5241807424,1528529.9016908535,1700754.6518686963,1422236.6692774722,1511176.4938247916,1138022.7788575299,2068535.5097107505,1552814.811129573,1335584.1510405794,1370405.0579618348,1643820.1159641051,1762130.4185681834,1394564.3675124643,1876884.1906283202,1567639.0776276416,1553347.5562465086,1779142.772916622,1591126.954460199,1715560.438758617,1578330.6873615033,1579243.5021232509,1526062.6749832935,1174577.9409637696,1439550.3810849355,1443063.8211370364,1433683.9567364883,1885925.3042986738,1275882.687607132,1469603.4162604099,1593794.1527378836,1786028.5695504972,1858107.0498239072,1544232.1994631472,1261846.941552304,1246631.2562415134,1525350.0077551564,1675094.9041314987,1600014.2430395763,1556069.6209775151,1579938.5050206278,1707516.4887249214,1404623.1310946634,1611661.1066571584,1463173.8159270193,1404093.4232505674,1230012.5325825412,1336455.2675694996,1361371.4086851862,1117649.0580815931,1703204.007037013,1396414.9565009088,1433859.6563291654,1421253.3033707896,1989760.5880820216,1399681.2975939661,2029204.5893794894,1671129.6803987825,1253572.4285300479,1045541.0472024445,1893776.3038731834,1875568.4133005156,1214790.5829322296,1310064.0664088773,1722421.0540501447,1424815.99475952,1464055.6622793644,1482704.7523690122,1762535.0289934545,2406420.3148602922,1732059.9281905596,1905879.671893897,1594542.6874131022,1567684.006893262,1182248.667527381,1655098.994907758,1749700.9552505566,1888329.3972058033
2032-03-01,1642297.736185953,1368727.6083401875,1849878.0023493588,2424394.0972809894,1286948.2319392564,1895416.769814284,1409916.7227536654,1349837.7147579174,1402454.8375984973,1289667.3684522987,1417730.3562866098,1470193.1856286228,2058732.238090035,1493298.8929448125,2084157.711746114,1539938.7399664698,2323233.667524955,1308345.2029353362,1131042.1191985004,1725576.1055978264,2175358.7710807486,1268182.9218412964,1990292.0917710785,1099959.3314002089,1549974.0243304113,1707113.648288518,1416628.6819759656,1522223.154266592,1130811.8200017114,2070281.0850322947,1551842.9096675524,1345394.2763478355,1354532.3946626666,1658567.7423219131,1759824.4593691756,1401140.059702652,1891563.7887670537,1561133.5752428472,1572748.3851147885,1790917.7422913983,1636767.5872325553,1702418.3367108444,1595863.0017150794,1602655.4966720561,1546423.430248661,1180009.262479865,1437508.4995850627,1450367.0085110522,1440498.3611175877,1893228.0978190205,1283599.3850549252,1460170.3728944103,1630276.526074889,1798001.5790106864,1889643.3080551252,1571031.9391874343,1258134.1287899597,1241164.9876558008,1523241.9895130605,1716860.0302352298,1625927.9754628611,1595006.3332033616,1578606.621274519,1731343.585909692,1409627.0268672782,1594910.6285941282,1475343.1905733307,1406766.4447919645,1239516.8995538172,1346416.5650361972,1353976.147143955,1140651.9133317873,1716445.6517965137,1373654.033760086,1449955.3999989228,1415579.3808749004,2012890.3969778838,1403864.8978695348,2023272.7881366692,1679192.7621435781,1260289.0659510284,1041145.5273975221,1893188.2750974952,1873715.6841568633,1240131.6316414198,1326234.9118333769,1747418.1510157594,1413745.6414983459,1488489.1937387427,1480396.1432156875,1770972.8051959006,2411422.18585096,1750335.5623535523,1901704.5787935364,1599442.024745768,1579185.3278694022,1179320.3770960672,1654818.1559572925,1755885.0668366638,1895812.7961850783
2032-04-01,1619088.4956961824,1374438.6401085197,1861628.7387918083,2477747.093540454,1314905.4270806836,1923305.9136923582,1426690.0314933828,1365835.3483064985,1434303.0111185014,1300842.080006534,1414751.4702573884,1479410.484365067,2073809.1219863815,1492910.899968828,2105310.5819071713,1562401.6060081276,2331424.9842701643,1320435.670207716,1132181.4329038896,1734012.6285358432,2190223.3736197464,1278449.7183895747,1993203.6264165165,1116637.7529811068,1579142.8819425257,1734191.617412394,1418988.9104232574,1550632.3689737218,1125259.4123398322,2060892.058687284,1550246.5966910995,1357049.473409822,1346801.7178741645,1654429.9222574257,1766549.1739339107,1405252.6321234452,1909710.5478077582,1577590.826209622,1572260.8469327223,1819636.4562799493,1672947.1927650126,1716696.0415321488,1603395.000047372,1617573.8078755524,1569309.9213152209,1178544.2771395964,1443459.0685773564,1463075.2034178737,1431226.0722442153,1894503.3351303032,1291407.8786644398,1445945.9528331268,1653024.2311027122,1814068.655463049,1926638.6925418975,1582217.8712129295,1263434.9019192017,1262410.3932355456,1531318.0151108338,1737159.793291379,1636138.0120317854,1624151.4449231094,1606888.8385262422,1754279.894196752,1424637.8807677212,1568337.5253506282,1481925.3791008892,1398488.9708930603,1243530.2183358946,1369137.4161300608,1350386.3843381493,1157881.5375169772,1699062.3233140754,1378479.8469957674,1452000.1903959503,1421415.30807243,1998729.4728819204,1405867.8200696092,2011542.4947931867,1705790.6999134878,1261893.5093066485,1035733.0904902853,1883721.193328699,1868874.7917855259,1262494.8783845028,1348882.5026161212,1787544.348371415,1399737.601724757,1509049.6848710668,1480965.613656845,1776004.0676720776,2425287.921089958,1763377.4297793552,1907286.8372273548,1620398.3007623258,1605610.4019623185,1185126.1922185207,1655482.9846919957,1787211.114209082,1920339.0850748976
2032-05-01,1588862.2610045893,1363001.3924264833,1881709.3138487914,2521352.2791677853,1332789.33378652,1940475.4931945864,1424279.7151379844,1371809.8379941343,1461995.0835600237,1304424.4177034409,1437981.610100389,1491583.6731248403,2084930.8441090798,1489051.222550927,2126794.3141542086,1595555.2705578026,2335432.1674213842,1332034.6656098359,1153658.79035433,1736942.4191418218,2195264.2472604774,1281342.3677535015,2008598.1135221492,1135608.0492615222,1614731.4204715164,1767533.692258552,1442811.2156778583,1580021.70153713,1124661.970807541,2044958.020152498,1549198.53265044,1351587.6386018973,1347310.390496628,1650215.2175439512,1754448.0063609555,1419470.874670882,1908080.2399674456,1583563.8515922173,1563954.876290459,1846294.296954023,1692995.4839764824,1716477.024909013,1602799.1987043272,1608132.5687648072,1590337.503084692,1177063.3025467377,1438059.4280765927,1481168.8525058816,1436731.6359490748,1907516.8878211582,1307175.8301915915,1453962.7815210277,1639382.6464114264,1814569.6655282078,1946780.5321423232,1600576.3017659083,1251787.6025488887,1290228.4527824444,1537937.6356174767,1756297.2740158555,1641197.3610460993,1636450.9839781947,1627021.77095722,1780423.7855641006,1431422.0019876664,1559638.3965314187,1492243.219767801,1388290.2319064687,1258585.5983093353,1374243.5490008832,1354942.5671219642,1163557.1811960689,1689765.8863136747,1384761.8303403945,1468825.5337210812,1440596.0211106893,1992013.1981458475,1407366.1469578883,2024884.3771590143,1736779.18994668,1275733.488593306,1042074.4385442293,1882543.5006517647,1897457.665746646,1289111.3683875436,1364397.4644848537,1827129.2290600433,1413801.9875013847,1531312.1334142825,1488133.8703474426,1785750.571983597,2460389.312529414,1799777.9688727998,1931371.7689679565,1648998.3349670577,1640669.3401439227,1176988.70858716,1658694.947356761,1793752.9087563124,1968877.8669592647
2032-06-01,1572798.351577624,1372177.7995920088,1888427.5689741382,2494485.3350652307,1345854.2291437318,1934021.6632265316,1413248.9341078976,1366651.107711672,1484017.6122860105,1295240.0070068135,1464657.1647433562,1487678.5625918654,2099406.499500781,1500890.2091997296,2163731.3558026263,1615736.0922430265,2313508.2300973097,1346223.2958693006,1179485.4207706552,1723361.7819624753,2206762.613843718,1288999.5727920197,2010316.243680374,1143208.889940973,1626746.8005741984,1778691.5452251926,1449735.254075278,1587107.1899625002,1111896.286312094,2037077.0602294786,1527180.3346577925,1349075.7210298176,1349756.7845573344,1641312.352639876,1754681.150904963,1415659.1701404147,1906768.7143570264,1586710.781691281,1569093.3495576577,1855601.547066755,1691861.6151646175,1713375.8007986136,1599873.771232852,1614535.3722659994,1614284.7109986863,1161696.7071897585,1430622.8550418124,1476631.8658612182,1423963.7602782354,1905445.613586824,1313650.8426733806,1480910.133411798,1628278.2744099733,1795671.859685934,1915181.594441763,1606680.2369123816,1245894.9109127298,1301025.4319089928,1535312.4419610545,1757764.1897226274,1639896.434344273,1629494.449158295,1647745.1312417102,1789093.14420661,1424967.904428185,1544232.4441887746,1475535.2707155256,1382952.711085357,1269581.8987610864,1387152.1529270487,1374657.2878759059,1159930.4136785623,1677173.7771060332,1380581.4465380209,1484382.8393969222,1447937.8865485021,1992694.2359331371,1408490.449122406,2032500.4773232671,1779140.7686541963,1295158.9933022493,1031711.1751248776,1874869.1596389448,1915571.373257668,1302994.0116550855,1366843.5711241656,1866520.0955339295,1425810.0877145466,1558895.4966769177,1499031.964726591,1792110.7396078717,2499265.1245769477,1820621.5220295081,1941022.703873087,1682702.9581323564,1625359.8622599815,1179711.7948261816,1665881.8916221268,1793667.613950126,2003008.9899689485
2032-07-01,1572986.2422111272,1360410.7712341927,1920746.8946558405,2490770.1938259657,1338947.979962136,1915006.6144519798,1400739.9144749055,1351489.7683793544,1493710.0325228057,1289692.8652703308,1470581.9155538979,1457045.5994802194,2073574.0535312216,1493675.7581990329,2175256.5396885523,1615104.7582380755,2299503.2090728125,1352935.1569015877,1194761.2903475908,1739767.6415325142,2190130.7594397464,1285133.5293483972,1993975.1630470008,1132329.3343849385,1624990.3950906943,1804034.122168066,1458642.2248307269,1589172.1193223025,1112331.7504481368,2023147.695263336,1524117.0629676734,1347351.2523353624,1337538.6989277897,1641370.7279061934,1752415.2552249858,1421719.5854999658,1924431.8983904829,1594269.4242105386,1571093.467222594,1849852.5801700593,1678633.2134029975,1680531.2342921174,1607299.0742538038,1595141.6751159558,1607526.0183677892,1150655.1405204993,1434255.647289188,1473045.3687361,1423398.400048747,1864826.183066524,1307629.882058326,1518996.404610108,1607803.2735091532,1792199.260092123,1861837.2167465729,1617449.9278438662,1244893.054922995,1306372.9761486957,1532100.9376169425,1741046.031472941,1657021.663819455,1631097.3201009547,1637636.3607091662,1784510.0822030236,1421227.1987380441,1548207.093243609,1459457.9511041897,1373752.5770459764,1267547.818519379,1386615.4293682226,1384750.7958895352,1161387.2117179472,1652868.4756186765,1373334.4004446084,1505544.265054376,1456196.978090547,1971167.6156479407,1406050.955821181,2069504.2779269943,1796242.781102999,1317090.217486048,1018428.9362156263,1860493.2166113316,1933842.1317549355,1309324.9107278578,1363545.0899283616,1886052.4153160779,1437980.4554640679,1578738.1411286206,1501734.5671358434,1818563.5415932897,2539525.873055593,1846699.7440637792,1951426.9804411079,1699260.1548541025,1612315.5175639929,1169063.6412017993,1673953.1046383053,1810337.4794031219,2036367.8658421093
