,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9
2038-03-01,500463.508904869,333044.20659355156,330264.67129639554,979372.9007430313,634541.142981049,969384.0550997247,691016.9468541781,371472.7646088882,592341.772797695,399616.0462710846
2038-04-01,495057.96921646566,325717.7691989053,346613.1440261683,1019679.1460663669,598913.6450841225,969563.9442143462,693877.3412444884,359676.073701764,604236.2087941213,399751.88926294365
2038-05-01,502931.72277710674,318707.40919038904,361232.96564319875,1055326.7216776945,588516.9696298324,1008033.0614560439,668961.8448772324,352961.972986056,587329.4273108336,411346.2814745439
2038-06-01,511015.3252402412,301238.5075112782,385818.5224863302,1058002.2151643513,591846.6464422642,1010152.3906142224,648322.843810802,344903.08338594134,557346.7974320763,423443.9525039276
2038-07-01,510493.58750952024,282110.86619896546,408495.6022585626,1072665.8655907258,578938.1909130249,1030185.5827907993,619053.6882980198,337020.0084583494,551898.6027295457,428613.7244624073
2038-08-01,492028.8719991623,271889.7632965368,422391.6890394621,1069788.9478866528,563719.0627404681,1039007.4936107729,595517.1702021571,336501.4235743101,557062.2294679905,431070.9810734804
2038-09-01,496308.7871636944,261770.4263793594,423554.2074579865,1059514.0949193295,555682.4291804339,1048861.9803189693,571575.2320035194,327573.23876726284,542478.2767114517,435363.3865670576
2038-10-01,491420.3935954386,256180.77454634442,413450.26128472516,1085503.316011962,550725.2662111993,1082236.078687573,546150.761824949,320308.8172161888,534906.6323563282,431230.59609892074
2038-11-01,484967.6285418071,249015.2563721646,393414.5338137706,1113268.106577168,546614.1848360517,1087577.188696607,538349.7826678961,331879.605711835,543356.0409037304,430061.6381522242
2038-12-01,485133.26931744785,251854.7594667756,379397.108622105,1172909.9400066868,557489.5093137384,1087627.945577155,527068.7053213031,336444.0356949604,546962.4426621546,427789.98330241675
2039-01-01,484441.51454372855,256852.80795108076,380514.36425577506,1263266.8204474298,544328.8844570498,1051703.1697872228,522085.6811832431,343883.0563797276,548527.6452672562,415049.57266557956
2039-02-01,475874.3050539417,254147.26421355546,373332.2254258263,1278750.83412109,549333.2859031435,1020381.0322074661,540034.0421104851,342531.76718062727,540834.4818453069,410312.7061188252
2039-03-01,476647.44528651383,249271.59284868825,371188.4033231937,1283430.7392539852,566062.1962840636,973600.8354153953,560544.6968596369,335139.6460373621,538041.8390672462,415600.1357958446
2039-04-01,479990.0210312103,251846.7261882346,385635.66822955624,1292708.618581026,584386.2032111557,933455.0606977835,580054.5266482707,329373.800124519,527967.1566627655,417430.80563486525
2039-05-01,474906.92245457356,244597.34929371308,369966.9655485976,1282806.3532410224,596147.1323299292,896987.6839029621,595762.8470173419,324988.5625015913,508632.5374305367,405864.8457156762
2039-06-01,471181.56817803666,237970.7066190036,379688.2153275297,1280585.4944517163,595733.9829219328,907048.1918897126,619106.6703920149,328061.6082568637,501795.15607354656,405481.8025032756
2039-07-01,495292.84483402286,230211.32359765432,397534.8032052288,1256254.9591474845,602019.2803418997,885585.9313463016,616708.5220146055,334740.4113330066,494869.1429153444,392718.0007313529
2039-08-01,487913.9013061149,231617.4291688669,394118.1815458358,1251169.3199437698,600639.2001772333,866174.1058913197,618213.7022659514,336335.5634275678,477940.40074391576,387894.88727621274
2039-09-01,498950.51021978474,226968.93561197777,387562.1734878476,1223144.1640479204,592614.0364327423,849105.9530416462,597471.914016651,334142.1246599438,456548.20231090643,393739.95827238803
2039-10-01,513189.4478891524,227738.26444513787,385817.27664644644,1197796.429812644,599146.829448744,850393.4390809361,574491.1897511922,338834.5995590014,449860.8472208529,412504.6046069411
2039-11-01,515585.9579956636,228357.46610060905,384067.21153442963,1172980.9526395083,633718.1734974716,847365.2385557562,572252.4248419815,322045.2257180244,447808.55315971083,414180.7831520963
2039-12-01,518921.8630582737,226517.27982505955,386469.06687767385,1207950.4100335923,652842.1572301788,824203.1164847733,569322.969722186,322185.6968573592,440890.41554514057,429605.8360758402
2040-01-01,509619.0248581977,230464.54955194442,397452.8640868882,1154949.0904374968,669621.9908312585,801005.6684511675,571075.2076717224,324349.5343223408,427862.66912525793,447670.5222668711
2040-02-01,492575.84497973544,235422.30180908102,400505.94605298847,1096151.8095664147,688263.7371556163,793902.369842953,577147.5922758138,327237.58307079034,417166.38383781933,460939.2720102345
2040-03-01,480731.1574642092,242378.5026150509,393072.70828976465,1080900.0250460599,690998.7500595255,773508.8338220329,585389.6336601423,329685.43799961556,417731.9478744766,470803.459160534
2040-04-01,467762.3204365311,246977.0319513118,381480.10333454877,1074451.779678747,696566.8027297854,768398.9703290293,557908.9673637967,340818.17828899506,419130.4747404148,476349.54043944145
2040-05-01,465382.55139190657,251525.53912446107,372593.6049425172,1066058.9717896236,690685.7746398832,772065.4081696046,547810.1639241872,353611.00593911094,413465.8613447398,491866.73701538856
2040-06-01,458809.44524296705,261421.64119936357,368519.7073266921,1060863.7028733736,696903.9801942047,749242.802748177,521395.0087879185,356359.1872380806,396620.1311528922,499586.93768604094
2040-07-01,444638.6882988233,273326.80450141855,371458.73771367746,1035621.3994689051,707968.0478865324,740227.7928471566,490285.5781890079,367035.5216674537,394274.4927063484,493865.9225530022
2040-08-01,446558.80916713155,276729.75379457104,378594.94238890405,1024409.5131912997,710881.6085078516,753878.9399453172,478617.65784886613,381235.50013686344,382189.69119912136,487016.7832722067
2040-09-01,450153.6587969124,289126.4328521342,384460.09086190065,1010492.3105607085,716917.6907444674,772543.8275640011,458065.9321982237,399203.4555136006,377128.04789872764,470961.1994658784
2040-10-01,440246.18415499065,298607.258298708,386925.51992592186,1005898.5213333569,698653.5984288538,779226.539355753,439917.3839459799,393988.43678980204,374970.70222554496,488207.126901354
2040-11-01,442095.36901766533,297829.47995502467,381190.5168029126,994904.1858323306,685359.1620769615,784128.911322748,426206.40342338476,384797.6016641337,368288.5090220124,485068.5460070378
2040-12-01,460280.0534180127,288956.09702658217,365738.38911694346,1014823.7830615134,699820.1024910404,773206.1038937201,422556.44067892217,380277.8833340316,375683.91661543434,458044.866351173
2041-01-01,458649.751549151,287562.15947994875,343647.3454735398,1002377.9402993473,683040.9339692412,775203.902718625,422118.0015159025,395395.42401890206,380431.6795709687,428794.694321945
2041-02-01,447301.9545059964,282023.8882321172,338640.5619108408,984062.5908503048,673502.8373179297,783964.9521845335,408811.6682457517,385428.6036950467,393961.532445354,425486.22281189024
2041-03-01,443880.481106595,271643.2883744445,326200.00135410565,1016899.4033734291,659990.1006175749,771829.3451776106,397954.02334420703,376282.90044448554,406187.21003981755,420060.30844339705
2041-04-01,442149.43196222605,269257.5987924122,327682.78970514337,1000112.3862599558,662177.0609851503,755573.6646009336,387135.1434819162,368087.16365397646,418299.2455220888,400112.0509055212
2041-05-01,444967.7498710953,272238.4825469997,319050.2157312681,1020960.5207162609,657189.5880771291,755387.9764288103,380204.0165932654,379942.9497392696,422819.0861397969,386839.2901445751
2041-06-01,434080.03382766084,276983.7764473546,315172.53653245664,1005353.3338214965,640008.2138125107,768686.2151173652,375198.7207126396,391215.67072806787,420778.36993998877,389121.2958674948
2041-07-01,434539.0650631624,272645.52183997317,300964.21832866856,970163.2793044324,652148.3636074484,795047.480564564,366246.07102321344,395153.6373227529,433302.74295817554,391752.6754775671
2041-08-01,431312.11764744174,272345.3804309651,287508.0388833163,955143.084261513,661264.9027580653,791294.3463187731,362077.1102132182,392501.33837458317,435453.9199266963,384472.3249193687
2041-09-01,437399.7399411986,273852.580799059,277955.4688962274,948520.5588971978,670439.5469811977,782281.5081552204,355903.96388618246,380461.12628164963,426804.3096750207,377224.6671070795
2041-10-01,445650.82844762906,275976.0263537005,281458.50717383873,927032.3590927513,650161.8450919521,794775.9264175228,352794.5256662531,386280.66005085316,415955.08437995974,380497.22072667134
2041-11-01,448143.40295083553,288491.75439421786,284376.0314769321,925561.2881148527,643670.65010923,814458.249098843,353773.174289938,389371.5899113076,404259.90310568217,380390.1013053511
2041-12-01,437024.5970462986,299273.5713993003,285440.4539371947,925816.2085209013,635393.6057566829,839626.5031747713,344775.80358003493,398641.7429278224,385606.69869316404,369560.5438745061
2042-01-01,441546.8490659254,303687.2282510715,288577.4988200483,910523.1489584931,640909.7500199917,860122.0114766301,335251.3940605278,386971.3044976259,365383.6030313517,358596.58149776113
2042-02-01,441434.0685229663,307514.02546618925,294672.4362072717,885867.5694896918,631386.4916734413,891445.2516704056,330695.205885403,392171.80035618803,353807.8626965713,354794.3754581366
2042-03-01,440654.4609939125,300804.9590729717,291101.2919299462,886497.5486496931,623507.4973024842,921722.5375078544,331380.79763408616,393534.437515708,335457.7018706187,351589.6909860182
2042-04-01,450273.6013738524,296908.09520354343,287597.3075472153,892892.0854109195,628194.5396863348,948772.4703580214,334391.1025395745,395103.9047821324,328396.3144153195,341016.4976021407
2042-05-01,443306.0897322787,294260.3839736088,293199.2028069573,887384.7400851547,637369.7788219843,958034.9515898643,330076.9830139111,401144.68938918656,334374.7875695847,337063.3766636185
2042-06-01,426050.00497283327,303349.12569662055,292440.68385242624,901279.71443047,633365.3031393359,975018.1599238382,325906.1030137833,396705.46696191,336724.72692476085,336526.96174553916
2042-07-01,408973.26464848936,295248.18578260706,295354.3077148566,884262.4220103498,631318.0988890942,938406.3799463471,323779.36699378083,396358.3210169066,345592.24576412106,336622.2018644772
2042-08-01,396635.1546666489,298135.3850159491,295973.9561708598,888985.3701439757,615296.9051117994,961796.6478032335,324904.3638155067,396417.6796994922,350532.8236360005,331348.9090511235
2042-09-01,373829.39786716405,302326.5332169261,291932.7617363435,907586.8262829378,609755.9185692387,972051.9794977315,317850.0798207237,395005.3908697132,343893.4724594901,322778.8599937362
2042-10-01,344382.7272875844,301363.2783634067,298716.1758888988,921752.0058617173,588369.0653688742,937645.6230361309,322646.62966796657,386473.289594734,340578.27401273424,323669.15194628405
2042-11-01,328035.99551611743,301072.619808224,300508.68873078685,923061.8078315954,566307.1489545443,899987.106254475,328626.67075744865,376109.79398180975,340088.77480481035,321171.5283133629
2042-12-01,315087.9331482454,311953.95480572124,298439.4094955571,918148.5800872719,556210.4662856337,878679.8597301674,337745.20279176673,354514.6969114807,343790.96254022315,315734.3025442647
2043-01-01,306040.1167827521,315341.197034264,295868.4300304436,897437.6863023902,558627.4891620834,857304.1443600901,337231.34731583385,343309.9742252716,350611.7252452777,309193.8146114563
2043-02-01,294423.5302115059,320240.02129702445,295018.7304174706,867874.0176579034,552836.8433480267,866402.768827888,333878.7890547401,324452.22863833996,364539.2745202446,304220.2839750911
2043-03-01,298055.78825984604,324629.0983545732,299480.12024242023,862098.8484714943,549491.6853472317,836093.3970455336,337456.5381127003,316208.00595491735,375916.2204476147,299541.1919414585
2043-04-01,303330.58327666135,326117.159085544,293883.1476248275,867754.6378402272,545218.6377432802,863588.8070181767,349031.31960256,304190.95085785724,390618.7615911417,291303.58866476925
2043-05-01,309740.0428409204,321083.2725591291,290323.19686685,884982.9584900764,545684.3521915086,850849.7746719677,365287.45936809795,307388.85751487716,393544.58865540975,291067.3717597696
2043-06-01,306686.5413123859,299897.3175136848,296538.93590850785,879214.1235385373,555112.8957330403,851439.1201697903,385817.1754062969,306703.6367145381,399918.6093403548,280867.3209992325
2043-07-01,307530.58839209477,297669.3237771153,290382.6328336865,885314.0958553286,548737.2381940014,839985.9625350053,391737.4864835064,300401.237120262,410419.7929506296,278074.4107753367
2043-08-01,317800.62702332775,301941.5253624047,290781.76430839306,881885.2763795614,544008.324927986,865556.8803623507,395683.84749064944,300781.64354229346,409083.5685999475,266045.3810277622
2043-09-01,317689.29427461536,309206.26754358603,282734.22506006126,902825.1619351137,534631.0811544675,909897.9771740652,398129.185977084,295443.90130228066,403996.2474730814,258764.01093974576
2043-10-01,309786.13073861954,318816.61893119494,282797.1679972997,889497.8080143558,531040.5445961312,919510.1588319087,405194.51379728835,287729.3184358612,396818.26094470016,252450.68740553467
2043-11-01,297746.59422191407,328176.90098021476,280944.4552091859,903579.1506559094,529532.8553759201,914392.3342521166,419022.4034046306,279215.8246985953,394753.4466583871,256104.3292813899
2043-12-01,286181.6421176494,317828.85484514065,290793.0100170829,926053.9599770479,529577.195658543,899500.2701916357,413785.1979750262,273360.82575458626,388282.5593119606,248939.62229221023
2044-01-01,278723.0992533775,323133.13115439407,299496.5127094753,907022.7610078302,545042.4867076277,880778.8093519416,400536.8893738364,269830.93135770794,395442.3079999002,250187.25656012548
2044-02-01,269809.857057385,326408.528655856,299191.5263022851,886142.4476020222,555195.7096902269,869250.9750797204,394413.5833104038,267442.3048518816,392300.4596995441,252518.8073213462
2044-03-01,274160.5351633442,330968.1279797187,303870.9015330126,919582.0341176862,560674.762827307,824266.0238621177,404853.17024255317,264144.0330166144,392552.2825813019,255597.50193202271
2044-04-01,271333.68989924836,321018.47547943925,309571.6121683571,913258.4067966646,558301.689308823,774337.4349719246,395358.18247355905,263803.80354513595,393220.58212247374,256860.89711937867
2044-05-01,268643.59661471384,313251.3264584194,312103.80547991884,915718.3176580067,560432.5838312082,744614.1477946338,387197.53916247166,261473.939799823,398651.63886615244,258529.2935257643
2044-06-01,266321.84780032095,308837.6594814087,308559.72567557974,902861.0078852448,554886.0953688191,704904.472007551,381642.43730218784,248943.92866102816,392229.10211145494,254805.60379733672
2044-07-01,264485.10173341783,311146.2972943719,304640.2747396279,861226.8082747419,562396.123388801,680413.978137963,376973.68378964014,244784.13070829218,406979.2554896729,259223.99525032725
2044-08-01,251333.41959812018,326923.84596007696,308362.67579909414,825482.4949489105,555368.4818227588,678696.3947004126,367314.6730154009,238937.00916046227,415279.84655280825,260356.09016024705
2044-09-01,245027.96976182252,329856.8764810745,305778.33898579393,806723.8193213119,544902.9614439707,656989.0204987614,363255.833360527,236958.97804418474,399208.5895576608,262496.0623156706
2044-10-01,242289.4753930685,330314.65049813525,302944.55809426995,784670.2670444462,558127.3955938779,655758.0586276784,367279.4890297989,238527.73191613998,403527.2547526477,267031.8854191008
2044-11-01,234671.81920903732,342344.73384499137,299498.7800475516,799651.1401748715,564276.5016412751,641451.7411281761,359659.6380971921,248334.9651684543,396881.1613458652,263165.1605511347
2044-12-01,230285.14705560188,347903.995312436,288562.39706089057,829149.3898618348,546770.5892644409,641244.4272590812,356737.98015576304,255793.45690095218,388960.3653470363,268934.0351062305
2045-01-01,220517.03536636967,348880.0777490469,286344.5720905091,857082.8538892071,552243.604762728,643781.9051318682,344643.0050875466,260087.15992658396,387218.4500785301,276231.16015022644
2045-02-01,216214.4451645868,360571.32884207706,289519.07795526984,867676.1024871058,546821.7130928845,640886.6708207444,332582.92388170527,267843.1019443191,380762.14651947864,273918.61254428624
2045-03-01,219417.36665574048,372855.02562203293,285601.13872506085,841706.6022588069,527700.0070050813,633061.5265921145,328023.8450001732,271100.6613198712,373819.9031767866,272105.8724708428
2045-04-01,223578.0355295439,395731.33862776856,279622.72480097885,832529.0503961915,533886.8999328435,635376.2697377806,320652.6946247658,281312.6514196486,361402.13223787985,269810.7396206378
2045-05-01,221821.3383478797,417901.70129959856,273895.1803941032,811726.1068129368,537074.6228228462,647570.6065690011,317346.312461346,286267.6437914793,355986.194529194,256373.7238129483
2045-06-01,218150.11596629882,423540.6135977993,277122.170889775,763061.5820499082,553133.7663542912,660674.877707194,310933.311348153,283775.1346717968,353787.2528471273,254975.67955012378
2045-07-01,213477.34153750265,426874.6564671534,281334.3572764427,725465.4218824512,555809.274434199,656847.7057443531,312331.94317383174,282244.4635203757,332281.2614233267,252745.94585386504
2045-08-01,201940.20206532197,431585.8594881842,277075.79321616906,697408.9156773243,560050.4365966922,648581.2002710379,329779.1653449199,287997.40962876496,331373.77899122145,259693.79653917952
2045-09-01,199205.46327347338,426418.1126225464,283599.28953721473,671479.0633375157,563748.5942697191,632232.8589080479,344553.20728972583,291230.55808431894,325574.0088987546,260152.59317665838
2045-10-01,196041.8191049979,415096.9155385716,282437.8245083831,638468.8011083113,545743.6341644162,639423.9665436663,346154.3373132061,292554.9169789933,332291.7064739653,270564.7953017692
2045-11-01,191688.4803379548,401417.16241691756,278777.43301452027,624120.0841847656,539372.4111293227,621945.5174382076,352959.087144838,292263.320973603,333650.1806554946,279331.2549144838
2045-12-01,182043.6330766543,391131.44994385063,277391.9643861404,600013.3054407607,539792.7634449322,621412.1131879757,358957.184280995,301935.11165853956,325653.40496948187,281785.09944424673
2046-01-01,179838.71552227528,387261.7035220449,270888.1035404587,572738.9183151564,543165.364542376,630535.228321746,355192.13529973075,305196.1746694394,319223.94923556375,280805.1723417485
2046-02-01,187117.54330163175,372363.6512714662,267254.0824215044,568081.6571507338,542994.097266403,629973.6857536663,338480.3258496594,313721.0978105307,317390.7022490495,279733.06743934454
2046-03-01,189137.1964213661,358010.4578387062,262135.49538643315,564075.3179353032,537969.1201136356,619820.5120928637,334283.2438324422,322143.5277090805,316036.93518473103,273303.99411081255
2046-04-01,189512.6764481785,351465.0649243667,260220.50468802103,564431.8099669131,548469.6227167438,606724.5346686853,333438.76698644244,336546.09955931426,306130.9296422958,270047.523110555
2046-05-01,188039.1268172396,357279.88638296654,259142.3348745968,555308.368940353,561949.8854884502,592989.2059563992,331975.0381291645,331871.90720127575,302234.6362776281,272293.4495169309
2046-06-01,189023.71644671552,352520.5556849903,258090.1731029188,528296.0533890991,555272.3096931345,586329.259965523,329593.64069419116,329802.0061629646,302594.4027897271,282206.6057390632
2046-07-01,190581.6408274035,354816.6070123311,250486.14861209164,526127.2231835426,566285.6045400393,601195.8440522241,322330.6187787038,323601.00197058555,295448.69495673047,284034.2778007553
2046-08-01,188785.44403463448,360419.5136142587,249070.71209680536,528250.3609288429,575632.2905554225,616509.4052510973,326135.7442278751,314235.2341417822,293154.9966418112,288192.4318934472
2046-09-01,189016.2546387999,373519.61793571094,242348.3808169229,529661.2121094472,562088.9288368203,600425.5007504132,313525.5011499322,300920.962067125,295426.6924030747,286565.6471870849
2046-10-01,185192.2074355011,369111.8307555281,240847.58498200847,530570.8054775044,554834.2800929075,594205.1617054812,321693.48119582527,305598.0850599122,287534.66331383976,297461.69108576566
2046-11-01,181159.266596072,380432.27998694207,235627.19302893852,532997.6825245713,540607.3621206757,575130.514986264,313243.0486546965,301142.04148276633,300624.5878504955,286431.81424449437
2046-12-01,178920.04610470674,391463.39729130524,239979.7279174134,528456.5026931682,527313.1106854036,571854.0417365503,321936.96036935085,289106.8525113055,310144.9836748071,291091.40325022454
2047-01-01,177990.01877578546,409994.38951966615,242688.62469934727,507673.51956685795,523960.55734750826,573275.3024664838,321822.22931658174,284930.68929982325,315829.08299900783,293109.22201764694
2047-02-01,167828.30515341475,412931.74854830676,245250.71999361942,496951.20862274664,517134.20790708845,570399.4294797321,320214.0284834162,283552.36687257467,319485.85824944434,284036.60885066504
2047-03-01,163506.81663887884,411734.353300377,252610.46984418025,480554.38762822654,499987.7770357955,584812.113426072,321416.0853967484,282949.4046379804,340365.121669279,281370.03240939503
2047-04-01,167700.36675162165,413025.0607705179,257286.45718135987,469770.5902856132,478868.7081313329,589850.9906617051,327914.80714988994,271561.67226641846,362227.5076651367,271232.644976086
2047-05-01,171163.68854407285,425318.8987619576,256321.21277549694,451647.735656496,474536.86779540003,588802.2532981524,329758.19972338167,278134.908955279,377005.29384354927,266166.79870902834
2047-06-01,166535.31989142013,433650.06753451936,255961.616159468,446270.90770203766,464828.9002409786,613557.6915928945,335380.2787177686,279713.14391273865,384711.8248245386,251862.01986198878
2047-07-01,166051.94583518326,433802.28960928996,253549.4284113806,438715.97396444797,467205.61553842423,626020.4834811734,339162.1588098891,279034.6550501332,379811.05359135417,242680.34479406523
2047-08-01,170488.03867877516,441400.8548277441,246716.91405417921,448645.58373434027,456743.1969700723,645984.1372824761,336265.68866096926,280989.08088258817,379817.50896055455,238711.0470868385
2047-09-01,171741.90231973358,463134.1692868503,240923.4268915638,472785.22040577827,457412.56179980555,657843.923413811,337485.1236146575,277437.93726594246,375964.6343231883,243589.1379303113
2047-10-01,175611.69344288058,471755.72457753296,254681.92253697096,480492.6839576832,459841.1833595743,673084.7934784285,345673.3753202587,278518.70672805136,386544.8138871398,239388.37056503133
2047-11-01,181294.57460561284,458518.9854958737,261782.80852688756,482266.68277326657,458440.8321126128,673583.2931431214,347006.1477962387,270538.17133587366,401219.4756733788,237127.36578215077
2047-12-01,186365.67218481717,457233.38938537124,262266.179086605,483286.8784723021,460553.38434543874,695963.8433749172,344516.7271306242,264377.76828526525,397764.01569865074,237194.47094453775
2048-01-01,187212.12844227414,479757.64794197597,258547.48419044176,474625.27020718023,460870.4861176887,695020.7618760201,342108.28512076684,261230.80858726066,405489.10049729026,234168.04421642103
2048-02-01,182828.36709309486,487257.53241071943,253292.16309635175,466775.9682586885,461014.7725821527,701754.7009636611,334069.2605390792,259993.43324379608,416787.5802133214,228679.96082294348
2048-03-01,175222.34517069376,489794.03226246336,249299.5274068712,448239.89319250145,460611.0762832598,688450.8828396497,333344.0128731591,259316.5579317093,414580.44789717195,232701.23981430018
2048-04-01,171519.11661844468,477013.4576021363,241589.1382212857,443538.5192656803,454415.1896507698,673771.426416642,336073.3580135072,256077.78234099792,405612.4334686546,233648.9893036999
2048-05-01,169088.0859939119,451095.55773849,235997.13741584486,428324.2855712518,464023.8800098835,672091.7352432903,335535.8640197355,252194.500762359,404695.97932491027,233535.61778727107
2048-06-01,165156.9914991228,425586.2739912445,236073.74854001316,422755.2881442321,470355.01227453124,627300.0200732128,329805.5521710808,248461.15557784858,400686.73908195674,235474.07244572556
2048-07-01,163606.55630327584,409498.59080530226,236299.83902480616,414892.05364469095,474673.5764520397,605385.9839805657,328271.5289814862,244699.03805004043,405151.3289693933,236583.4097619697
2048-08-01,157607.96483949714,404127.05473811686,234634.591113389,408301.76068241656,480258.47139743436,574320.1461550877,329054.9333862074,242649.7894837799,396890.129332674,239374.13538171118
2048-09-01,158778.9498376775,383230.3089584217,237298.14087907248,419192.10987194144,477536.99348578317,545834.8701432586,331095.3107613509,241498.1087311578,396257.59977134824,239826.76961173557
2048-10-01,156539.158373198,397112.32955073507,234164.6268887967,414983.09336927714,474208.48045609007,518673.68213837943,335409.4603289375,241242.14124216713,408112.51691057516,236534.78858136607
2048-11-01,156846.99599982283,403564.5183595862,232372.0889784296,410787.9360256947,470632.6492004768,512237.68658049114,336919.1358338717,246322.8932795375,404973.6855792485,241736.83251523774
2048-12-01,155145.54369469752,404904.6316661703,230147.7756832055,408614.0944759612,474051.5778999963,484322.50471127033,337341.53960167896,239924.5468914869,417419.74638636253,242816.37505578
2049-01-01,158048.42380431015,407957.84339500405,228932.05432791897,415011.1043769893,473525.8263166175,467141.68868783984,330434.56028719357,230849.58947821346,422511.98674325057,241161.03698457583
2049-02-01,160141.57863061732,412216.0659863674,224583.65582123224,421708.21158125956,477109.46687712445,464315.96154223627,327071.97570492193,236594.37775224395,423403.59223485587,241195.02950447146
2049-03-01,158708.43787129078,409531.31825479574,218151.5763448592,424098.5645388885,465266.4561537249,459436.72216597304,320060.79238009313,239232.22173371902,433886.39358911134,246548.88092709598
2049-04-01,161305.59047535513,397466.2365974731,218875.44196169428,429448.7652724586,452549.0553907654,462959.5181461574,312617.5468856625,245541.1830749096,445267.3261544408,246692.9189076706
2049-05-01,159325.32658183464,401647.22021645395,214788.4888957107,419931.8493988567,460983.27270885534,473154.0351817987,313818.8464184863,252524.5574731356,461906.56022126455,242875.18138628217
2049-06-01,155846.4715922032,406053.4264147749,212263.30728679156,426867.6132133814,450889.1576794198,477937.5342168447,307275.21479152027,255317.54482283484,479265.56579629343,243343.78702637253
2049-07-01,156093.79518671194,397857.8933618581,213059.86300454906,423255.7983491197,456183.08898245805,483895.39547475654,288906.50719685823,252942.5308218903,484790.48863922036,245394.6433545599
2049-08-01,154408.68414345084,395736.11483878666,210393.40667659766,421273.0981390821,453850.1554974637,485323.2225115105,279743.7749708383,251168.31330444122,492269.7651278641,255143.62579360983
2049-09-01,159442.92772150136,394810.48058188416,210824.6890340051,421059.49766200315,445764.6789285166,477122.64431082836,275502.356250579,250822.04058236125,504455.2463224359,257127.07616772674
2049-10-01,165306.8829368792,401327.4066616169,205185.26991691432,420410.11959698517,458150.22480066813,484371.302865737,275591.4591601599,251920.5882960613,506066.3202601639,259101.93274476085
2049-11-01,173014.2975837422,408128.5938366297,208986.2127172634,423565.7901371215,464436.9799303628,499025.2740587477,271191.3374451744,252418.97472141884,499474.36609429395,257029.57178952964
2049-12-01,170426.38885675799,414387.24105366325,209454.02607416044,431967.6078728311,449239.1526440133,517635.5152086348,265595.5741339269,251068.54923128602,481309.10396993376,259102.8120058802
2050-01-01,165024.44044868773,408452.26857167255,215660.07402604108,448433.996818101,460173.510745031,518551.117624752,263523.0033196542,244541.47317878235,465393.44492964796,260064.02097522098
2050-02-01,164724.37625443412,408005.2162955434,212513.92210683375,467211.89776109613,454456.80671103986,512288.96219213406,252817.94285338698,247174.22124060517,462172.17569722794,266320.3978756102
2050-03-01,160697.87907487678,412005.84635142545,214633.65902318215,473566.2516533014,457495.10020669864,511320.2350567,246672.95369421167,241741.47418380185,455680.4915801514,262204.6188468613
