"Estimates of the components of natural increase, quarterly 1 2"
"Frequency: Quarterly"
"Table: 17-10-0059-01 (formerly CANSIM 053-0001)"
"Release date: 2025-09-24"
"Geography: Canada, Province or territory"
""
""

"Geography","Estimates","Q1 1950","Q2 1950","Q3 1950","Q4 1950","Q1 1951","Q2 1951","Q3 1951","Q4 1951","Q1 1952","Q2 1952","Q3 1952","Q4 1952","Q1 1953","Q2 1953","Q3 1953","Q4 1953","Q1 1954","Q2 1954","Q3 1954","Q4 1954","Q1 1955","Q2 1955","Q3 1955","Q4 1955","Q1 1956","Q2 1956","Q3 1956","Q4 1956","Q1 1957","Q2 1957","Q3 1957","Q4 1957","Q1 1958","Q2 1958","Q3 1958","Q4 1958","Q1 1959","Q2 1959","Q3 1959","Q4 1959","Q1 1960","Q2 1960","Q3 1960","Q4 1960","Q1 1961","Q2 1961","Q3 1961","Q4 1961","Q1 1962","Q2 1962","Q3 1962","Q4 1962","Q1 1963","Q2 1963","Q3 1963","Q4 1963","Q1 1964","Q2 1964","Q3 1964","Q4 1964","Q1 1965","Q2 1965","Q3 1965","Q4 1965","Q1 1966","Q2 1966","Q3 1966","Q4 1966","Q1 1967","Q2 1967","Q3 1967","Q4 1967","Q1 1968","Q2 1968","Q3 1968","Q4 1968","Q1 1969","Q2 1969","Q3 1969","Q4 1969","Q1 1970","Q2 1970","Q3 1970","Q4 1970","Q1 1971","Q2 1971","Q3 1971","Q4 1971","Q1 1972","Q2 1972","Q3 1972","Q4 1972","Q1 1973","Q2 1973","Q3 1973","Q4 1973","Q1 1974","Q2 1974","Q3 1974","Q4 1974","Q1 1975","Q2 1975","Q3 1975","Q4 1975","Q1 1976","Q2 1976","Q3 1976","Q4 1976","Q1 1977","Q2 1977","Q3 1977","Q4 1977","Q1 1978","Q2 1978","Q3 1978","Q4 1978","Q1 1979","Q2 1979","Q3 1979","Q4 1979","Q1 1980","Q2 1980","Q3 1980","Q4 1980","Q1 1981","Q2 1981","Q3 1981","Q4 1981","Q1 1982","Q2 1982","Q3 1982","Q4 1982","Q1 1983","Q2 1983","Q3 1983","Q4 1983","Q1 1984","Q2 1984","Q3 1984","Q4 1984","Q1 1985","Q2 1985","Q3 1985","Q4 1985","Q1 1986","Q2 1986","Q3 1986","Q4 1986","Q1 1987","Q2 1987","Q3 1987","Q4 1987","Q1 1988","Q2 1988","Q3 1988","Q4 1988","Q1 1989","Q2 1989","Q3 1989","Q4 1989","Q1 1990","Q2 1990","Q3 1990","Q4 1990","Q1 1991","Q2 1991","Q3 1991","Q4 1991","Q1 1992","Q2 1992","Q3 1992","Q4 1992","Q1 1993","Q2 1993","Q3 1993","Q4 1993","Q1 1994","Q2 1994","Q3 1994","Q4 1994","Q1 1995","Q2 1995","Q3 1995","Q4 1995","Q1 1996","Q2 1996","Q3 1996","Q4 1996","Q1 1997","Q2 1997","Q3 1997","Q4 1997","Q1 1998","Q2 1998","Q3 1998","Q4 1998","Q1 1999","Q2 1999","Q3 1999","Q4 1999","Q1 2000","Q2 2000","Q3 2000","Q4 2000","Q1 2001","Q2 2001","Q3 2001","Q4 2001","Q1 2002","Q2 2002","Q3 2002","Q4 2002","Q1 2003","Q2 2003","Q3 2003","Q4 2003","Q1 2004","Q2 2004","Q3 2004","Q4 2004","Q1 2005","Q2 2005","Q3 2005","Q4 2005","Q1 2006","Q2 2006","Q3 2006","Q4 2006","Q1 2007","Q2 2007","Q3 2007","Q4 2007","Q1 2008","Q2 2008","Q3 2008","Q4 2008","Q1 2009","Q2 2009","Q3 2009","Q4 2009","Q1 2010","Q2 2010","Q3 2010","Q4 2010","Q1 2011","Q2 2011","Q3 2011","Q4 2011","Q1 2012","Q2 2012","Q3 2012","Q4 2012","Q1 2013","Q2 2013","Q3 2013","Q4 2013","Q1 2014","Q2 2014","Q3 2014","Q4 2014","Q1 2015","Q2 2015","Q3 2015","Q4 2015","Q1 2016","Q2 2016","Q3 2016","Q4 2016","Q1 2017","Q2 2017","Q3 2017","Q4 2017","Q1 2018","Q2 2018","Q3 2018","Q4 2018","Q1 2019","Q2 2019","Q3 2019","Q4 2019","Q1 2020","Q2 2020","Q3 2020","Q4 2020","Q1 2021","Q2 2021","Q3 2021","Q4 2021","Q1 2022","Q2 2022","Q3 2022","Q4 2022","Q1 2023","Q2 2023","Q3 2023","Q4 2023","Q1 2024","Q2 2024","Q3 2024","Q4 2024","Q1 2025","Q2 2025"
"Canada",,"Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Births 3 4","88,890","97,014","97,311","88,794","91,739","101,404","99,029","88,920","96,804","105,616","104,700","96,439","99,549","107,886","108,888","101,561","105,338","112,916","112,845","105,099","107,963","116,024","113,204","105,746","108,574","114,498","117,992","109,675","111,143","123,887","121,039","113,024","113,769","122,148","118,500","115,701","117,067","123,930","123,674","114,604","114,856","123,188","125,397","115,110","116,011","122,901","122,037","114,751","113,641","120,641","122,008","113,403","113,861","122,139","120,043","109,724","111,315","118,283","116,250","107,067","105,247","110,285","106,970","96,093","95,717","102,192","98,726","91,075","90,988","97,962","94,611","87,333","89,091","95,423","93,622","86,174","89,765","96,561","95,002","88,319","89,932","96,831","94,840","90,385","92,879","93,710","90,942","84,656","86,630","89,028","87,974","83,687","84,829","89,325","87,774","81,445","84,685","88,542","91,558","85,865","86,619","91,918","93,748","87,038","89,911","93,581","89,854","86,641","88,901","92,454","92,294","87,751","87,525","92,223","91,320","87,784","88,709","94,619","94,136","88,600","90,200","94,350","96,053","90,106","90,121","95,859","96,005","89,361","90,917","96,189","96,073","89,903","90,272","97,346","95,476","90,595","91,429","97,033","98,012","90,557","90,060","97,636","97,339","90,692","89,502","97,848","96,335","89,228","89,268","98,191","94,213","88,070","90,096","97,654","98,024","91,021","92,978","102,012","102,100","95,571","98,530","107,079","104,624","95,253","97,191","105,861","103,809","95,672","98,480","105,146","101,832","93,185","94,801","102,363","99,855","91,375","93,553","101,376","99,235","90,950","92,452","99,361","98,615","87,588","90,013","96,237","94,640","85,310","84,968","92,395","89,500","81,735","83,424","90,464","88,881","79,649","81,890","87,875","87,772","79,712","82,627","86,801","83,173","75,281","81,531","87,502","86,370","79,212","79,568","83,981","86,894","79,451","79,538","85,757","89,155","81,902","82,001","86,293","88,500","82,218","81,964","89,151","91,215","83,035","84,300","90,612","95,192","87,817","86,948","93,978","98,105","91,338","91,106","96,443","101,562","92,749","91,477","97,469","102,286","93,419","90,816","95,638","99,346","93,391","89,913","96,015","101,069","92,247","91,423","95,596","101,531","94,551","91,023","95,504","101,045","93,482","91,526","96,824","102,614","93,613","90,789","96,823","101,906","93,461","92,152","96,781","102,755","92,335","90,121","95,343","100,344","92,278","89,421","95,120","99,399","91,088","88,444","94,376","99,977","90,632","88,757","91,955","95,041","85,461","87,019","95,042","99,851","90,715","84,224","89,659","94,429","86,902","82,955","88,390","92,975","88,916","88,013","91,866","96,027","89,836","89,945","93,120"
