,iter_0,iter_1,iter_2
2025-04-01,1081031.4950091776,1076328.0634486536,1079413.3610393545
2025-05-01,1077824.5282851348,1083827.3414597705,1081159.8018434935
2025-06-01,1086494.7577006612,1075287.2201563234,1087495.968567514
2025-07-01,1062046.8132955479,1074814.874736892,1092467.2964672006
2025-08-01,1049847.3299806453,1076406.4795600858,1083932.234570779
2025-09-01,1065029.3420623562,1070132.6222143394,1073794.7526106185
2025-10-01,1044945.9750992137,1052052.648847725,1096504.0817047437
2025-11-01,1042379.4010735266,1047171.2208456412,1108715.6272272067
2025-12-01,1019079.3535804098,1036675.9749281186,1094096.8229210163
2026-01-01,1027262.0517712438,1048948.7065527092,1109733.1724463922
2026-02-01,1003208.6296734111,1021198.4799361485,1089192.0157390374
2026-03-01,995089.812832171,1031638.4304961755,1093460.5658141358
2026-04-01,987711.7853415908,1036360.4063196665,1091345.4051682048
2026-05-01,984607.4423993113,1036979.9127873997,1094775.0936343588
2026-06-01,997375.9875293841,1041861.4279685448,1111677.4610643447
2026-07-01,1001970.9319797532,1046495.1731864685,1107249.6133854475
2026-08-01,986553.748047629,1064767.6334566362,1109594.3808065206
2026-09-01,1001563.9812802862,1058195.5722625877,1102500.1046605099
2026-10-01,1018428.6932212245,1050742.4364706383,1117030.6570574783
2026-11-01,1023098.5655891743,1053193.5103075132,1122796.8794041525
2026-12-01,1026896.1657375704,1043439.93710212,1125950.4929776948
2027-01-01,1019090.2172462712,1028626.9423953283,1125414.581762008
2027-02-01,1023568.6661128323,1017822.2487046788,1111124.8818972963
2027-03-01,1022557.740231532,1013272.0574413426,1139019.7789924564
2027-04-01,1010237.1685847342,1001228.2142843766,1133015.196461784
2027-05-01,1003653.543042994,1019810.9430930556,1126925.1309715947
2027-06-01,1022453.1428013276,1008406.2665494988,1133000.2160321202
2027-07-01,1030962.6794637523,996597.4125031366,1143358.2527820466
2027-08-01,1022925.7316681677,1010256.8515219877,1151358.2810020754
2027-09-01,1011974.8072316551,1012279.8718928329,1146867.7280756328
2027-10-01,1011161.2405824652,1021575.3091925094,1145194.6945232695
2027-11-01,1017538.5180328352,1019763.016433894,1148010.5314072468
2027-12-01,1013566.0967262698,1022062.4097155405,1140995.9400891494
2028-01-01,1031491.4900877501,1016675.6295654647,1151173.6872759154
2028-02-01,1011552.5905890556,1025191.487612108,1159143.5746125316
2028-03-01,1025366.1300335663,1012176.6903382229,1136717.0121976386
2028-04-01,1036889.6292019577,1011449.6993622141,1167986.6290416894
2028-05-01,1047120.2662771613,1028495.3194239577,1165528.8801412736
2028-06-01,1037324.8190642903,1023133.924194847,1174629.8576811976
2028-07-01,1014170.2469278775,1029855.5396830435,1159251.3584287607
2028-08-01,1015056.3457100451,1004084.8394420656,1163514.3528994438
2028-09-01,1013828.3238605318,999484.0693417533,1153807.726061301
2028-10-01,1012669.1329404879,978751.4464061441,1160321.091074715
2028-11-01,1020880.5420286112,977857.6715751708,1146547.254075649
2028-12-01,1022490.3410408476,965729.9777552303,1156906.5458390496
2029-01-01,1015197.1538929017,986441.4301999962,1144209.4196934397
2029-02-01,1030290.842961575,973226.5384244035,1153869.638294682
2029-03-01,1025269.8490310926,967503.751663016,1143135.604552228
2029-04-01,1029681.7025004148,976930.2403138137,1145620.231975035
2029-05-01,1034137.5555494338,966458.3895549248,1153949.7584673525
2029-06-01,1050344.926778257,963364.0067637532,1136543.6838090676
2029-07-01,1041748.150067791,961890.2317712418,1131685.5146655384
2029-08-01,1031303.2603375032,966406.0154471756,1136696.1478603177
2029-09-01,1027748.0420998022,974002.6640680641,1131464.956323945
2029-10-01,1023576.4243274273,968677.9771855585,1115480.298199515
2029-11-01,1015394.2321408443,979248.5917485983,1110651.6959286341
2029-12-01,1019762.2219497381,979602.2291236159,1093404.3914856147
2030-01-01,1030665.1108184734,973250.4627392697,1085205.1411162717
2030-02-01,1027998.2383904853,966604.9280208271,1089325.6290489724
2030-03-01,1015019.5299631038,973536.602051885,1077930.0198602518
2030-04-01,1020336.1985712108,965428.9806572065,1073794.2557340232
2030-05-01,1024510.0852472152,971343.2566633024,1061660.5409893936
2030-06-01,1016157.9027969169,968187.1776790664,1060266.8538774773
2030-07-01,1018381.2437256295,978489.676806978,1067863.4406054807
2030-08-01,1013542.7315579258,975415.8398346485,1060210.4134759794
2030-09-01,1018555.5484158007,969026.3465790538,1054912.7287073883
2030-10-01,1014187.5107897267,982528.1243544498,1060255.8306978217
2030-11-01,1012304.7091739463,972510.1368774258,1053707.7393683908
2030-12-01,1037115.9366050304,984191.2674670353,1048805.5229140592
2031-01-01,1021748.5057172483,977777.4930155986,1065025.0469122503
2031-02-01,1041922.520935446,972079.7111551376,1058753.42077207
2031-03-01,1040861.56196068,972656.2905496402,1058587.878105107
2031-04-01,1033112.2635407156,971866.1539066379,1049138.6953291951
2031-05-01,1045968.2996429773,993774.1053876536,1048718.6149059439
2031-06-01,1040525.0739074063,982510.3070102893,1068565.6823637257
2031-07-01,1029926.398189774,972395.7437575404,1056460.3714361242
2031-08-01,1041410.2223948889,964098.8565187061,1060179.800482512
2031-09-01,1046893.0262188077,980839.3668093333,1095132.4260248183
2031-10-01,1058905.4665775953,991770.4402883284,1089787.010663438
2031-11-01,1043165.2334270475,990393.3375045166,1087057.6552650349
2031-12-01,1047378.6301067352,994679.6849360451,1077009.6284989957
2032-01-01,1047595.1168639886,997709.2859099404,1071681.2705190212
2032-02-01,1037013.2473952883,993426.0311849947,1085428.9909882958
2032-03-01,1059654.5514322307,994484.4366266059,1082536.8062772949
2032-04-01,1075974.6160529065,998405.4926055586,1078748.5788629542
2032-05-01,1081372.046228899,989764.8900019125,1071511.6152448682
2032-06-01,1081969.1680382425,1001738.9403665769,1068001.8310911427
2032-07-01,1082881.4976193632,1000030.2643180678,1047654.1692582433
2032-08-01,1107981.2910324424,1005599.895360041,1055171.9096346272
2032-09-01,1118312.438945809,999001.9147496148,1029063.6552495783
2032-10-01,1119562.278100284,1006510.5634371245,1018890.1601718499
2032-11-01,1117066.9973659704,1014558.271837951,1012856.755259633
2032-12-01,1133294.2261725203,1010244.3059894515,1013859.9145250836
2033-01-01,1121532.9163278446,1021443.4013916455,1011254.6642019857
2033-02-01,1109730.0396628054,1030476.9080247282,1034540.8955189583
2033-03-01,1128259.9062802491,1034709.862630672,1021325.3995636785
2033-04-01,1140629.081583573,1049292.462758435,1039943.2366470371
2033-05-01,1136616.2375345556,1053143.3986458536,1052289.2157662746
2033-06-01,1150499.95695871,1080276.5654773656,1069035.915050602
2033-07-01,1151272.3612002563,1078976.3162764504,1077913.2835542182
2033-08-01,1134159.028875998,1076707.5213055112,1074523.5132112652
2033-09-01,1116323.2526880307,1095329.1917806042,1073138.1300013268
2033-10-01,1109433.6163031922,1092164.263302446,1082086.9575682445
2033-11-01,1104782.1658998795,1101432.34326714,1102956.7826250014
2033-12-01,1097657.0532204637,1110277.461070931,1101729.501032879
2034-01-01,1103198.0560227411,1091821.3262385074,1096399.7354358833
2034-02-01,1102634.369331337,1064966.4829568476,1080555.2238203282
2034-03-01,1100363.7166843535,1064160.6751948488,1092631.00153858
2034-04-01,1098034.350765187,1060464.2182304608,1073267.1381198326
2034-05-01,1077932.0895095395,1068229.0743254954,1076994.1426274942
2034-06-01,1089010.0265780368,1095703.0934806676,1059635.7707879916
2034-07-01,1093029.2770712234,1088124.9782501892,1074713.8061947513
2034-08-01,1085531.7113967587,1081688.7358282546,1076550.3631572968
2034-09-01,1068669.8451225136,1076023.9670035827,1098940.3926319955
2034-10-01,1069160.670226076,1099600.2231646797,1109708.169974847
2034-11-01,1059121.3895870682,1080687.958411327,1087877.724064718
2034-12-01,1047728.801327693,1097962.079002838,1082208.4461409799
2035-01-01,1034868.2860804737,1103933.3255663358,1086230.8233033675
2035-02-01,1031202.1247102213,1098417.1921949405,1091720.1375739493
2035-03-01,1051742.8285190046,1108251.008780726,1083941.3837377466
2035-04-01,1039350.3821578937,1122215.3613481314,1080739.098014007
2035-05-01,1041520.8152283466,1108889.805717743,1095026.848915861
2035-06-01,1035656.0289390505,1121811.4303199302,1092324.9332787553
2035-07-01,1063234.9629634586,1130676.9396928481,1127487.1899034726
2035-08-01,1058842.3321738308,1139796.6044197408,1116145.173656575
2035-09-01,1074578.7388572989,1132726.6426513917,1118139.6393148722
2035-10-01,1079463.9403226315,1129776.5091835298,1121848.5269462685
2035-11-01,1058497.2527240699,1141976.2452836582,1110335.9376363123
2035-12-01,1056882.221099544,1127248.2990057012,1114456.942859152
2036-01-01,1043703.4089065068,1132439.0513514508,1129993.8986568858
2036-02-01,1060285.038078952,1118802.67536721,1132391.2135069468
2036-03-01,1075981.8540099652,1132111.3109482485,1154134.9994767224
2036-04-01,1088606.5619733375,1126520.3827145216,1177831.3520258113
2036-05-01,1072964.3157961809,1130387.9935404498,1182157.910829088
2036-06-01,1093489.668354973,1132977.7579184552,1189775.7213122668
2036-07-01,1079367.5640938412,1116104.1937860423,1166261.659216923
2036-08-01,1074215.6037304343,1117038.8869370879,1179806.221703718
2036-09-01,1093652.9042275858,1112322.507450042,1166619.39079314
2036-10-01,1080764.8962273952,1121452.2615460723,1187531.1406827646
2036-11-01,1062141.1737054018,1100343.7889302585,1204590.3468992857
2036-12-01,1060132.963505479,1104541.2173720757,1199904.2399572518
2037-01-01,1058886.000807495,1105664.7050029293,1187396.9736731802
2037-02-01,1060954.5729764153,1110077.9348522539,1174221.494359759
2037-03-01,1055928.3524549135,1113534.5996859076,1178130.1822979692
2037-04-01,1078397.4712573476,1150314.3127851514,1156082.6856742431
2037-05-01,1086421.3731518532,1161007.817772225,1167827.6314108314
2037-06-01,1078447.697639036,1169697.853736574,1171166.6201784394
2037-07-01,1069983.6757376296,1159635.7473045136,1165912.7865546655
2037-08-01,1084502.3783993018,1150541.8589938348,1142055.953561463
2037-09-01,1084224.0356064094,1141583.6870672542,1139134.9368558447
2037-10-01,1081040.8588692134,1139467.8697195484,1120776.329088499
2037-11-01,1086552.397345429,1123546.3328956112,1112438.2288789446
2037-12-01,1090944.692258156,1120523.1515429474,1112175.6099579702
