,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19
2040-02-01,2261111.6485455697,2019592.388364817,2685773.63604213,4021302.442281747,2089978.6640228562,2744411.7233378035,3519098.2960818307,1824020.6253938018,1926302.7718109845,1568723.0822437208,2366969.99115126,2357365.212353077,3294929.274841366,2142089.644137139,4287584.356115765,3332064.3375707413,3466447.852427844,2078083.4727452998,1988318.465026406,1825277.1313268868
2040-03-01,2296322.892570315,2016286.1764022298,2736209.1337523023,4075171.0041799843,2120015.4520197427,2766923.471402957,3602411.4496019226,1845345.0065818764,1947303.226213386,1563420.7224650446,2377723.857968931,2398987.685269019,3324003.038611191,2157075.3949830043,4426670.125602198,3351324.1104984814,3491620.216915994,2052668.6133132817,2021129.9203702481,1829241.0444709107
2040-04-01,2319495.196007921,2000840.3642349832,2750109.904009351,4114953.866126657,2147274.8379320237,2811536.356524835,3665288.6341022733,1861716.2267332033,1940672.517766016,1557207.5410203226,2388318.9133744636,2394078.116913178,3364147.7906892407,2155195.7348628026,4522209.588002372,3353812.2337483265,3558773.666598854,2038095.568896808,2047353.5498547729,1823147.3203307693
2040-05-01,2345560.6745197834,2002043.4241771146,2779049.9430147246,4145425.895285258,2161050.3624098767,2831644.0050741164,3708463.9426351306,1855584.410593003,1937922.8922800433,1566841.9466039753,2408674.598262894,2383666.362746046,3350220.3666947023,2185429.8067958867,4617114.452494162,3394488.513431052,3581335.266112711,2013162.776376658,2079406.933665832,1813374.987135554
2040-06-01,2375497.929074131,2010214.833981693,2781023.6766971163,4138948.0942949266,2185821.852532626,2847896.93408878,3726326.842849125,1857277.5282977712,1922616.7764445627,1554525.9110666474,2406399.746860917,2377575.3143156255,3356139.131220593,2220467.420824982,4650338.3622973915,3409810.2952902582,3582604.8843156896,1998420.1042272476,2109348.7886288473,1816426.5145703475
2040-07-01,2368720.7623686763,2018585.0937563954,2763694.3223795695,4097540.932264723,2168201.6179922153,2864137.395372442,3691437.4987064777,1835811.3134744377,1900317.197609681,1545336.1013776464,2428697.962133442,2373826.835178138,3363970.838328905,2218690.128735344,4585553.026491599,3456642.5379386377,3549046.2574593946,1996171.2235655843,2136375.941291429,1812372.3550021052
2040-08-01,2349499.6990198977,2052786.4452317567,2754179.9276670828,4035842.669096882,2186598.5095689767,2874388.2391680987,3723032.0902842116,1834805.620050436,1915992.2803334198,1537226.4852092327,2430840.2739480725,2408324.005723045,3390706.5093230135,2223513.3282062868,4499193.066623282,3486041.175830945,3565521.060294579,2023050.076965104,2133865.1996149267,1844900.9640508401
2040-09-01,2353729.3835601644,2072578.183588053,2774003.150251891,4046730.3960203985,2198601.0848644353,2849011.9220621674,3763760.309563011,1850352.9685138543,1954660.714529819,1538108.555038032,2458527.5059565855,2452963.6681118566,3421886.1169724753,2206139.7171744322,4441815.368979522,3497728.6842231387,3572618.421306973,2038764.384440057,2150126.491113731,1876355.5200119745
2040-10-01,2357101.6018164014,2097000.1522743297,2782440.2378724962,4020741.877704423,2224189.9685377125,2809926.4957549595,3843390.811094039,1884661.3575450336,2012469.0059490527,1526037.661465424,2458887.03027012,2490992.7360468362,3412748.8192613674,2224604.6092255684,4414061.116770234,3457064.522058717,3577094.538309605,2016674.311213589,2144411.6751199784,1867600.9400475856
2040-11-01,2372249.154971834,2096621.4354311225,2839335.651432125,4003413.109595603,2240343.346277996,2745668.4489508383,3882246.4752706923,1892480.777237262,2050043.2126625166,1518762.3690146015,2452129.057360703,2495152.021465173,3383083.312094267,2221795.0964787737,4371706.377898077,3429298.606559017,3575561.8957545036,1984953.4108929117,2154071.320211997,1870717.7791302297
