date,ID,"MARKET PRICE (TARGET) (average, detached Single Family Homes)",sales volume,year,month,National pop.,Provincial pop.,Municipal pop.,"National GDP (real, seasonally adjusted)",GDP per cap. (real),Most Recent Quarterly GDP % change (extended),GDP Construction (real),"GDP Construction (real, monthly)","GDP Finance, Insurance, Real Estate, Renting/Leasing (real, monthly)","GDP Finance, Insurance, Real Estate, Renting/Leasing (real)","Total Labour Force Size (people 15 or over, employed or actively seeking work)",Labour Force Participation Rate,Total Employment Rate,Labour Productivity,Labour Compensation,Median Income per Household in Toronto,"CPI - National, All Products","CPI - National, Core",National Debt (Billions),Provincial Debt,3 Month T-bill,2y bond,5y bond,10y bond,Yield curve slope,Variable mortgage rate,5-year fixed mortgage rate ,5-year fixed mortgage qualifying rate,Ontario Net International Migration (monthly),Ontario Net Interprovincial Migration (monthly),Ontario Net Non-Permanent Residents,"Housing Starts (SFH, monthly)","Under Construction (SFH, monthly)","Completions  (SFH, monthly)"
1967-01-01,1,24078,1036,1967,1,20228000,7063000,2252000,130807.5,6466.655132,0.225801607,29.155,2.429583333,15.672,1.306,7650000,58.8,58.6,421.999,102189.23,63503.73913,17.7,19.5,17.5348,1.1771,4.68,4.92,5.2,5.6,0.68,5.822,7.13,7.13,5335.333333,1123.333333,838,565.75,3738,554.9166667
1967-02-01,2,24078,1036,1967,2,20228000,7063000,2252000,130807.5,6466.655132,0.225801607,29.155,2.429583333,15.672,1.306,7668000,58.75493506,58.6,421.999,102189.23,63503.73913,17.7,19.5,17.6215,1.1965,4.58,5.05,5.16,5.64,0.59,5.822,7.09,7.09,5335.333333,1123.333333,838,565.75,3738,554.9166667
1967-03-01,3,24078,1036,1967,3,20228000,7063000,2252000,130807.5,6466.655132,0.225801607,29.155,2.429583333,15.672,1.306,7745000,58.77974026,58.9,421.999,102189.23,63503.73913,17.8,19.7,17.708,1.216,4.13,4.35,4.76,5.48,1.13,5.822,7.03,7.03,5335.333333,1123.333333,838,565.75,3738,554.9166667
1967-04-01,4,24078,1036,1967,4,20306000,7096000,2252000,133231.8,6561.203585,1.853334098,29.155,2.429583333,15.672,1.306,7680000,58.80454545,59,421.999,102189.23,63503.73913,17.9,19.9,17.795,1.235,4,4.47,4.81,5.56,1.09,5.572,7,7,8815,1244.666667,1584,565.75,3738,554.9166667
1967-05-01,5,24078,1036,1967,5,20306000,7096000,2252000,133231.8,6561.203585,1.853334098,29.155,2.429583333,15.672,1.306,7733000,58.82935065,60.6,421.999,102189.23,63503.73913,18,19.9,17.882,1.255,4.24,4.92,5.4,5.72,0.8,5.572,6.97,6.97,8815,1244.666667,1584,565.75,3738,554.9166667
1967-06-01,6,24078,1036,1967,6,20306000,7096000,2252000,133231.8,6561.203585,1.853334098,29.155,2.429583333,15.672,1.306,7696000,58.85415584,61.8,421.999,102189.23,63503.73913,18.1,20,17.968,1.274,4.28,5.34,5.68,5.87,0.53,5.572,7.08,7.08,8815,1244.666667,1584,565.75,3738,554.9166667
1967-07-01,7,24078,1036,1967,7,20412000,7142000,2252000,133651.8,6547.707231,0.315240055,29.155,2.429583333,15.672,1.306,7777000,58.87896104,63,421.999,102189.23,63503.73913,18.2,20.1,18.055,1.294,4.32,5.4,5.89,5.88,0.48,5.572,7.22,7.22,7520,1885.333333,2347,565.75,3738,554.9166667
1967-08-01,8,24078,1036,1967,8,20412000,7142000,2252000,133651.8,6547.707231,0.315240055,29.155,2.429583333,15.672,1.306,7799000,58.90376623,63.3,421.999,102189.23,63503.73913,18.3,20.1,18.142,1.314,4.34,5.49,5.98,5.99,0.5,5.572,7.25,7.25,7520,1885.333333,2347,565.75,3738,554.9166667
1967-09-01,9,24078,1036,1967,9,20412000,7142000,2252000,133651.8,6547.707231,0.315240055,29.155,2.429583333,15.672,1.306,7778000,58.92857143,61.4,421.999,102189.23,63503.73913,18.3,20.1,18.229,1.333,4.76,5.8,6.1,6.19,0.39,5.572,7.3,7.3,7520,1885.333333,2347,565.75,3738,554.9166667
1967-10-01,10,24078,1036,1967,10,20509000,7186000,2252000,134234,6545.12653,0.435609547,29.155,2.429583333,15.672,1.306,7761000,58.95337662,61.5,421.999,102189.23,63503.73913,18.3,20.2,18.316,1.353,4.95,5.79,6.05,6.36,0.57,5.822,7.69,7.69,5173.333333,-108,-3300,565.75,3738,554.9166667
1967-11-01,11,24078,1036,1967,11,20509000,7186000,2252000,134234,6545.12653,0.435609547,29.155,2.429583333,15.672,1.306,7817000,58.97818182,61,421.999,102189.23,63503.73913,18.3,20.3,18.403,1.372,5.46,5.8,6.17,6.41,0.61,5.822,7.72,7.72,5173.333333,-108,-3300,565.75,3738,554.9166667
1967-12-01,12,24078,1036,1967,12,20509000,7186000,2252000,134234,6545.12653,0.435609547,29.155,2.429583333,15.672,1.306,7859000,59.00298701,60.3,421.999,102189.23,63503.73913,18.4,20.3,18.49,1.392,5.95,6.16,6.48,6.54,0.38,6.322,7.72,7.72,5173.333333,-108,-3300,565.75,3738,554.9166667
1968-01-01,13,26732,1020.416667,1968,1,20581000,7213000,2343000,135378.3,6577.829066,0.852466588,30.938,2.578166667,16.834,1.402833333,7810000,59.02779221,58.8,442.849,109090.946,67936.43478,18.5,20.4,18.576,1.411,6.29,6.35,6.53,6.54,0.19,6.322,8.03,8.03,3390.333333,901.3333333,838,462.9166667,3407,484
1968-02-01,14,26732,1020.416667,1968,2,20581000,7213000,2343000,135378.3,6577.829066,0.852466588,30.938,2.578166667,16.834,1.402833333,7834000,59.0525974,58.9,442.849,109090.946,67936.43478,18.5,20.6,18.663,1.431,6.8,6.51,6.77,6.72,0.21,6.822,8.04,8.04,3390.333333,901.3333333,838,462.9166667,3407,484
1968-03-01,15,26732,1020.416667,1968,3,20581000,7213000,2343000,135378.3,6577.829066,0.852466588,30.938,2.578166667,16.834,1.402833333,7828000,59.0774026,59.1,442.849,109090.946,67936.43478,18.6,20.6,18.75,1.45,6.98,6.69,7.12,6.91,0.22,6.822,8.16,8.16,3390.333333,901.3333333,838,462.9166667,3407,484
1968-04-01,16,26732,1020.416667,1968,4,20644000,7238000,2343000,139017.8,6734.053478,2.688392453,30.938,2.578166667,16.834,1.402833333,7867000,59.10220779,59.3,442.849,109090.946,67936.43478,18.6,20.8,18.806,1.462,6.99,6.58,6.87,6.62,0.04,6.822,8.4,8.4,5734.333333,1758.333333,1584,462.9166667,3407,484
1968-05-01,17,26732,1020.416667,1968,5,20644000,7238000,2343000,139017.8,6734.053478,2.688392453,30.938,2.578166667,16.834,1.402833333,7859000,59.12701299,60.8,442.849,109090.946,67936.43478,18.6,20.8,18.861,1.474,6.95,6.71,7.08,6.97,0.26,7.072,8.43,8.43,5734.333333,1758.333333,1584,462.9166667,3407,484
1968-06-01,18,26732,1020.416667,1968,6,20644000,7238000,2343000,139017.8,6734.053478,2.688392453,30.938,2.578166667,16.834,1.402833333,7956000,59.15181818,62.1,442.849,109090.946,67936.43478,18.7,20.9,18.917,1.486,6.56,6.63,6.79,6.62,-0.01,7.072,8.38,8.38,5734.333333,1758.333333,1584,462.9166667,3407,484
1968-07-01,19,26732,1020.416667,1968,7,20729000,7275000,2343000,140954,6799.845627,1.392771285,30.938,2.578166667,16.834,1.402833333,7958000,59.17662338,63.2,442.849,109090.946,67936.43478,18.9,20.9,18.972,1.497,6.03,6.17,6.44,6.49,0.32,6.822,8.34,8.34,5127,-153.6666667,2347,462.9166667,3407,484
1968-08-01,20,26732,1020.416667,1968,8,20729000,7275000,2343000,140954,6799.845627,1.392771285,30.938,2.578166667,16.834,1.402833333,7988000,59.20142857,63.5,442.849,109090.946,67936.43478,19,20.9,19.028,1.509,5.48,5.87,6.21,6.43,0.56,6.822,8.32,8.32,5127,-153.6666667,2347,462.9166667,3407,484
1968-09-01,21,26732,1020.416667,1968,9,20729000,7275000,2343000,140954,6799.845627,1.392771285,30.938,2.578166667,16.834,1.402833333,8022000,59.22623377,61.6,442.849,109090.946,67936.43478,19,21,19.084,1.521,5.66,5.94,6.25,6.6,0.66,6.572,8.23,8.23,5127,-153.6666667,2347,462.9166667,3407,484
1968-10-01,22,26732,1020.416667,1968,10,20814000,7305000,2343000,142905.8,6865.849909,1.384707068,30.938,2.578166667,16.834,1.402833333,8054000,59.25103896,61.7,442.849,109090.946,67936.43478,19,21.1,19.139,1.533,5.57,6.16,6.48,6.83,0.67,6.572,8.21,8.21,5315.333333,1333.666667,-3300,462.9166667,3407,484
1968-11-01,23,26732,1020.416667,1968,11,20814000,7305000,2343000,142905.8,6865.849909,1.384707068,30.938,2.578166667,16.834,1.402833333,8115000,59.27584416,61.2,442.849,109090.946,67936.43478,19.2,21.1,19.195,1.544,5.66,6.13,6.53,6.95,0.82,6.572,8.29,8.29,5315.333333,1333.666667,-3300,462.9166667,3407,484
1968-12-01,24,26732,1020.416667,1968,12,20814000,7305000,2343000,142905.8,6865.849909,1.384707068,30.938,2.578166667,16.834,1.402833333,8088000,59.30064935,60.5,442.849,109090.946,67936.43478,19.2,21.2,19.25,1.556,6.24,6.71,7.06,7.3,0.59,6.572,8.3,8.3,5315.333333,1333.666667,-3300,462.9166667,3407,484
1969-01-01,25,28929,1041.083333,1969,1,20888000,7338000,2437000,144862.3,6935.192455,1.36908369,30.694,2.557833333,17.638,1.469833333,8150000,59.32545455,59,453.939,120238.052,72369.13043,19.2,21.3,19.306,1.568,6.38,6.71,6.99,7.16,0.45,6.822,8.65,8.65,2296,1592.333333,838,481.8333333,2676,540
1969-02-01,26,28929,1041.083333,1969,2,20888000,7338000,2437000,144862.3,6935.192455,1.36908369,30.694,2.557833333,17.638,1.469833333,8174000,59.35025974,59.1,453.939,120238.052,72369.13043,19.2,21.3,19.361,1.58,6.43,6.82,7.03,7.2,0.38,6.822,8.65,8.65,2296,1592.333333,838,481.8333333,2676,540
1969-03-01,27,28929,1041.083333,1969,3,20888000,7338000,2437000,144862.3,6935.192455,1.36908369,30.694,2.557833333,17.638,1.469833333,8175000,59.37506494,59.3,453.939,120238.052,72369.13043,19.3,21.4,19.417,1.591,6.58,7,7.27,7.22,0.22,7.322,8.68,8.68,2296,1592.333333,838,481.8333333,2676,540
1969-04-01,28,28929,1041.083333,1969,4,20950000,7362000,2437000,145458.3,6943.116945,0.411425195,30.694,2.557833333,17.638,1.469833333,8232000,59.39987013,59.5,453.939,120238.052,72369.13043,19.6,21.7,19.405,1.587,6.8,7.22,7.33,7.29,0.07,7.322,8.72,8.72,4034,2556,1584,481.8333333,2676,540
1969-05-01,29,28929,1041.083333,1969,5,20950000,7362000,2437000,145458.3,6943.116945,0.411425195,30.694,2.557833333,17.638,1.469833333,8222000,59.42467532,61.1,453.939,120238.052,72369.13043,19.6,21.8,19.394,1.583,6.74,7.54,7.69,7.48,-0.06,7.322,8.66,8.66,4034,2556,1584,481.8333333,2676,540
1969-06-01,30,28929,1041.083333,1969,6,20950000,7362000,2437000,145458.3,6943.116945,0.411425195,30.694,2.557833333,17.638,1.469833333,8181000,59.44948052,62.3,453.939,120238.052,72369.13043,19.7,22,19.382,1.579,7.13,7.53,7.62,7.5,-0.03,7.822,8.89,8.89,4034,2556,1584,481.8333333,2676,540
1969-07-01,31,28929,1041.083333,1969,7,21028000,7399000,2437000,147072,6994.103101,1.109390114,30.694,2.557833333,17.638,1.469833333,8170000,59.47428571,63.5,453.939,120238.052,72369.13043,19.8,22,19.37,1.574,7.62,7.77,7.64,7.52,-0.25,8.322,9.1,9.1,4382.666667,4592.333333,2347,481.8333333,2676,540
1969-08-01,32,28929,1041.083333,1969,8,21028000,7399000,2437000,147072,6994.103101,1.109390114,30.694,2.557833333,17.638,1.469833333,8188000,59.49909091,63.8,453.939,120238.052,72369.13043,19.9,22,19.359,1.57,7.69,7.69,7.71,7.53,-0.16,8.322,9.19,9.19,4382.666667,4592.333333,2347,481.8333333,2676,540
1969-09-01,33,28929,1041.083333,1969,9,21028000,7399000,2437000,147072,6994.103101,1.109390114,30.694,2.557833333,17.638,1.469833333,8180000,59.5238961,61.9,453.939,120238.052,72369.13043,19.9,22,19.347,1.566,7.77,7.86,8.06,7.81,-0.05,8.322,9.31,9.31,4382.666667,4592.333333,2347,481.8333333,2676,540
1969-10-01,34,28929,1041.083333,1969,10,21111000,7442000,2437000,149150.3,7065.051395,1.413117385,30.694,2.557833333,17.638,1.469833333,8204000,59.5487013,61.9,453.939,120238.052,72369.13043,19.9,22.2,19.335,1.561,7.6,7.73,8.02,7.82,0.09,8.322,9.41,9.41,4316,6196.333333,-3300,481.8333333,2676,540
1969-11-01,35,28929,1041.083333,1969,11,21111000,7442000,2437000,149150.3,7065.051395,1.413117385,30.694,2.557833333,17.638,1.469833333,8218000,59.57350649,61.4,453.939,120238.052,72369.13043,19.9,22.2,19.324,1.557,7.76,7.94,8.31,8.15,0.21,8.322,9.5,9.5,4316,6196.333333,-3300,481.8333333,2676,540
1969-12-01,36,28929,1041.083333,1969,12,21111000,7442000,2437000,149150.3,7065.051395,1.413117385,30.694,2.557833333,17.638,1.469833333,8249000,59.59831169,60.8,453.939,120238.052,72369.13043,20.1,22.3,19.312,1.553,7.81,8.07,8.29,8.33,0.26,8.322,9.7,9.7,4316,6196.333333,-3300,481.8333333,2676,540
1970-01-01,37,29492,874.8333333,1970,1,21182000,7488000,2536000,150072,7084.883392,0.617967245,31.351,2.612583333,19.018,1.584833333,8227000,59.62311688,59.2,473.069,127780.679,76801.82609,20.2,22.3,19.3,1.549,7.78,7.95,8.23,8.31,0.36,8.322,9.78,9.78,3470.333333,4661,838,270.75,1980,328.1666667
1970-02-01,38,29492,874.8333333,1970,2,21182000,7488000,2536000,150072,7084.883392,0.617967245,31.351,2.612583333,19.018,1.584833333,8267000,59.64792208,59.3,473.069,127780.679,76801.82609,20.2,22.4,19.289,1.544,7.6,7.66,8,8.13,0.47,8.322,9.74,9.74,3470.333333,4661,838,270.75,1980,328.1666667
1970-03-01,39,29492,874.8333333,1970,3,21182000,7488000,2536000,150072,7084.883392,0.617967245,31.351,2.612583333,19.018,1.584833333,8286000,59.67272727,59.6,473.069,127780.679,76801.82609,20.2,22.5,19.277,1.54,7,7.09,7.32,7.93,0.84,8.322,9.78,9.78,3470.333333,4661,838,270.75,1980,328.1666667
1970-04-01,40,29492,874.8333333,1970,4,21244000,7528000,2536000,150084.5,7064.794766,0.008329335,31.351,2.612583333,19.018,1.584833333,8339000,59.69753247,59.7,473.069,127780.679,76801.82609,20.3,22.6,19.362,1.548,6.78,6.83,7.35,8.04,1.21,8.322,9.8,9.8,4935,2389,1584,270.75,1980,328.1666667
1970-05-01,41,29492,874.8333333,1970,5,21244000,7528000,2536000,150084.5,7064.794766,0.008329335,31.351,2.612583333,19.018,1.584833333,8415000,59.72233766,61.3,473.069,127780.679,76801.82609,20.3,22.6,19.446,1.556,6.34,6.78,7.38,8.23,1.45,8.322,9.78,9.78,4935,2389,1584,270.75,1980,328.1666667
1970-06-01,42,29492,874.8333333,1970,6,21244000,7528000,2536000,150084.5,7064.794766,0.008329335,31.351,2.612583333,19.018,1.584833333,8442000,59.74714286,62.5,473.069,127780.679,76801.82609,20.3,22.6,19.531,1.564,5.94,6.52,7.07,8.09,1.57,8.322,9.73,9.73,4935,2389,1584,270.75,1980,328.1666667
1970-07-01,43,29492,874.8333333,1970,7,21324000,7566000,2536000,151086.8,7085.293566,0.667823793,31.351,2.612583333,19.018,1.584833333,8448000,59.77194805,63.7,473.069,127780.679,76801.82609,20.5,22.8,19.616,1.571,5.7,6.44,6.96,7.91,1.47,7.822,9.58,9.58,4424.666667,5308.666667,2347,270.75,1980,328.1666667
1970-08-01,44,29492,874.8333333,1970,8,21324000,7566000,2536000,151086.8,7085.293566,0.667823793,31.351,2.612583333,19.018,1.584833333,8436000,59.79675325,64,473.069,127780.679,76801.82609,20.5,22.7,19.7,1.579,5.51,6.52,7.21,8,1.48,7.822,9.6,9.6,4424.666667,5308.666667,2347,270.75,1980,328.1666667
1970-09-01,45,29492,874.8333333,1970,9,21324000,7566000,2536000,151086.8,7085.293566,0.667823793,31.351,2.612583333,19.018,1.584833333,8474000,59.82155844,62.1,473.069,127780.679,76801.82609,20.4,22.8,19.785,1.587,5.39,6.47,7.12,7.88,1.41,7.822,9.56,9.56,4424.666667,5308.666667,2347,270.75,1980,328.1666667
1970-10-01,46,29492,874.8333333,1970,10,21400000,7613000,2536000,151637.8,7085.878505,0.364691025,31.351,2.612583333,19.018,1.584833333,8486000,59.84636364,62.1,473.069,127780.679,76801.82609,20.4,22.9,19.87,1.595,5.01,6.36,7.08,7.94,1.58,7.822,9.55,9.55,3660,5838,-3300,270.75,1980,328.1666667
1970-11-01,47,29492,874.8333333,1970,11,21400000,7613000,2536000,151637.8,7085.878505,0.364691025,31.351,2.612583333,19.018,1.584833333,8514000,59.87116883,61.6,473.069,127780.679,76801.82609,20.4,23,19.954,1.603,4.4,5.37,6.12,7.5,2.13,7.322,9.48,9.48,3660,5838,-3300,270.75,1980,328.1666667
1970-12-01,48,29492,874.8333333,1970,12,21400000,7613000,2536000,151637.8,7085.878505,0.364691025,31.351,2.612583333,19.018,1.584833333,8473000,59.89597403,61,473.069,127780.679,76801.82609,20.3,23,20.039,1.611,4.44,4.89,5.42,6.99,2.1,7.322,9.36,9.36,3660,5838,-3300,270.75,1980,328.1666667
1971-01-01,49,30426,1090.416667,1971,1,21465000,7656000,2631000,151868,7075.145586,0.151809114,31.776,2.648,19.229,1.602416667,8539000,59.92077922,59.5,479.714,139256.975,81234.52174,20.4,23,20.124,1.619,4.68,5.05,5.37,6.67,1.62,6.822,9.14,9.14,2578,2144.333333,838,520.4166667,3817,364.25
1971-02-01,50,30426,1090.416667,1971,2,21465000,7656000,2631000,151868,7075.145586,0.151809114,31.776,2.648,19.229,1.602416667,8558000,59.94558442,59.6,479.714,139256.975,81234.52174,20.5,23.1,20.208,1.626,4.06,5.05,5.54,6.85,1.8,6.822,8.92,8.92,2578,2144.333333,838,520.4166667,3817,364.25
1971-03-01,51,30426,1090.416667,1971,3,21465000,7656000,2631000,151868,7075.145586,0.151809114,31.776,2.648,19.229,1.602416667,8527000,59.97038961,59.8,479.714,139256.975,81234.52174,20.5,23.2,20.293,1.634,3.16,4.77,5.19,6.76,1.99,6.322,8.48,8.48,2578,2144.333333,838,520.4166667,3817,364.25
1971-04-01,52,30426,1090.416667,1971,4,21523000,7683000,2631000,155498.3,7224.750267,2.390431164,31.776,2.648,19.229,1.602416667,8516000,59.99519481,59.9,479.714,139256.975,81234.52174,20.7,23.2,20.442,1.67,3,4.88,5.52,6.97,2.09,6.322,8.4,8.4,3148.333333,1965,1584,520.4166667,3817,364.25
1971-05-01,53,30426,1090.416667,1971,5,21523000,7683000,2631000,155498.3,7224.750267,2.390431164,31.776,2.648,19.229,1.602416667,8564000,60.02,61.5,479.714,139256.975,81234.52174,20.7,23.4,20.592,1.705,3.03,4.97,5.86,7.38,2.41,6.322,8.45,8.45,3148.333333,1965,1584,520.4166667,3817,364.25
1971-06-01,54,30426,1090.416667,1971,6,21523000,7683000,2631000,155498.3,7224.750267,2.390431164,31.776,2.648,19.229,1.602416667,8602000,60.04480519,62.7,479.714,139256.975,81234.52174,20.8,23.4,20.741,1.74,3.37,5.31,6.02,7.3,1.99,6.322,8.54,8.54,3148.333333,1965,1584,520.4166667,3817,364.25
1971-07-01,55,30426,1090.416667,1971,7,21962032,7849027,2631000,159795.5,7275.988852,2.763502881,31.776,2.648,19.229,1.602416667,8668000,60.06961039,63.9,479.714,139256.975,81234.52174,21,23.4,20.891,1.775,3.68,5.51,6.46,7.49,1.98,6.322,8.66,8.66,3126,626,2347,520.4166667,3817,364.25
1971-08-01,56,30426,1090.416667,1971,8,21962032,7849027,2631000,159795.5,7275.988852,2.763502881,31.776,2.648,19.229,1.602416667,8652000,60.09441558,64.2,479.714,139256.975,81234.52174,21.2,23.5,21.04,1.81,3.79,5.33,6,7.15,1.82,6.322,8.73,8.73,3126,626,2347,520.4166667,3817,364.25
1971-09-01,57,30426,1090.416667,1971,9,21962032,7849027,2631000,159795.5,7275.988852,2.763502881,31.776,2.648,19.229,1.602416667,8705000,60.11922078,62.3,479.714,139256.975,81234.52174,21.1,23.6,21.19,1.846,4.06,5.26,5.63,6.97,1.71,6.322,8.75,8.75,3126,626,2347,520.4166667,3817,364.25
1971-10-01,58,30426,1090.416667,1971,10,22039243,7882241,2631000,161001.5,7305.219149,0.75471462,31.776,2.648,19.229,1.602416667,8772000,60.14402597,62.4,479.714,139256.975,81234.52174,21.2,23.7,21.339,1.881,3.47,4.41,5.04,6.71,2.3,6.072,8.75,8.75,2159.333333,1458,-3300,520.4166667,3817,364.25
1971-11-01,59,30426,1090.416667,1971,11,22039243,7882241,2631000,161001.5,7305.219149,0.75471462,31.776,2.648,19.229,1.602416667,8760000,60.16883117,61.9,479.714,139256.975,81234.52174,21.2,23.7,21.488,1.916,3.24,4.21,4.94,6.56,2.35,5.822,8.46,8.46,2159.333333,1458,-3300,520.4166667,3817,364.25
1971-12-01,60,30426,1090.416667,1971,12,22039243,7882241,2631000,161001.5,7305.219149,0.75471462,31.776,2.648,19.229,1.602416667,8786000,60.19363636,61.2,479.714,139256.975,81234.52174,21.3,23.9,21.638,1.951,3.21,4.42,5.09,6.56,2.14,5.822,8.3,8.3,2159.333333,1458,-3300,520.4166667,3817,364.25
1972-01-01,61,32513,1217.75,1972,1,22092498,7906337,2665000,161542,7312.074895,0.335711158,31.842,2.6535,20.198,1.683166667,8785000,60.21844156,59.7,498.355,155269.406,85667.21739,21.4,23.9,21.787,1.986,3.36,4.76,5.46,6.73,1.97,5.822,8.24,8.24,1763.666667,51.66666667,838,476,4461,549
1972-02-01,62,32513,1217.75,1972,2,22092498,7906337,2665000,161542,7312.074895,0.335711158,31.842,2.6535,20.198,1.683166667,8771000,60.24324675,59.8,498.355,155269.406,85667.21739,21.5,23.9,21.937,2.022,3.45,5.18,5.84,6.9,1.72,5.822,8.13,8.13,1763.666667,51.66666667,838,183,4022,622
1972-03-01,63,32513,1217.75,1972,3,22092498,7906337,2665000,161542,7312.074895,0.335711158,31.842,2.6535,20.198,1.683166667,8858000,60.26805195,60,498.355,155269.406,85667.21739,21.6,23.9,22.086,2.057,3.57,5.51,6.29,7.24,1.73,5.822,8.17,8.17,1763.666667,51.66666667,838,333,3612,734
1972-04-01,64,32513,1217.75,1972,4,22148919,7927220,2665000,165565.8,7475.118763,2.490869248,31.842,2.6535,20.198,1.683166667,8811000,60.29285714,60.2,498.355,155269.406,85667.21739,21.7,24.1,22.242,2.092,3.64,5.73,6.43,7.27,1.54,5.822,8.23,8.23,3141.333333,2685,1584,583,3661,534
1972-05-01,65,32513,1217.75,1972,5,22148919,7927220,2665000,165565.8,7475.118763,2.490869248,31.842,2.6535,20.198,1.683166667,8820000,60.31766234,61.7,498.355,155269.406,85667.21739,21.7,24.3,22.398,2.127,3.73,5.96,6.53,7.34,1.38,5.822,8.36,8.36,3141.333333,2685,1584,961,3771,851
1972-06-01,66,32513,1217.75,1972,6,22148919,7927220,2665000,165565.8,7475.118763,2.490869248,31.842,2.6535,20.198,1.683166667,8882000,60.34246753,63,498.355,155269.406,85667.21739,21.7,24.3,22.553,2.162,3.5,5.86,6.68,7.45,1.59,5.822,8.57,8.57,3141.333333,2685,1584,1097,4285,582
1972-07-01,67,32513,1217.75,1972,7,22218463,7963117,2665000,166057,7473.82931,0.296679628,31.842,2.6535,20.198,1.683166667,8933000,60.36727273,64.1,498.355,155269.406,85667.21739,22,24.3,22.709,2.198,3.46,5.87,6.59,7.49,1.62,5.822,8.61,8.61,2381,555,2347,843,4666,451
1972-08-01,68,32513,1217.75,1972,8,22218463,7963117,2665000,166057,7473.82931,0.296679628,31.842,2.6535,20.198,1.683166667,8942000,60.39207792,64.5,498.355,155269.406,85667.21739,22.2,24.4,22.865,2.233,3.5,5.97,6.71,7.44,1.47,5.822,8.61,8.61,2381,555,2347,981,4838,807
1972-09-01,69,32513,1217.75,1972,9,22218463,7963117,2665000,166057,7473.82931,0.296679628,31.842,2.6535,20.198,1.683166667,8943000,60.41688312,62.6,498.355,155269.406,85667.21739,22.3,24.5,23.02,2.268,3.62,5.85,6.57,7.46,1.61,5.822,8.58,8.58,2381,555,2347,962,5191,609
1972-10-01,70,32513,1217.75,1972,10,22288499,7992037,2665000,169957.5,7625.345251,2.348892248,31.842,2.6535,20.198,1.683166667,8958000,60.44168831,62.6,498.355,155269.406,85667.21739,22.3,24.6,23.176,2.303,3.57,5.66,6.21,7.26,1.6,5.822,8.55,8.55,3864.666667,-549.3333333,-3300,1092,5334,948
1972-11-01,71,32513,1217.75,1972,11,22288499,7992037,2665000,169957.5,7625.345251,2.348892248,31.842,2.6535,20.198,1.683166667,9012000,60.46649351,62.1,498.355,155269.406,85667.21739,22.3,24.7,23.332,2.338,3.68,5.03,5.77,7.08,2.05,5.822,8.5,8.5,3864.666667,-549.3333333,-3300,905,5340,890
1972-12-01,72,32513,1217.75,1972,12,22288499,7992037,2665000,169957.5,7625.345251,2.348892248,31.842,2.6535,20.198,1.683166667,9066000,60.4912987,61.5,498.355,155269.406,85667.21739,22.4,24.8,23.488,2.374,3.65,5.15,6,7.12,1.97,5.822,8.42,8.42,3864.666667,-549.3333333,-3300,685,5390,635
1973-01-01,73,40605,1361.25,1973,1,22347459,8013391,2700000,174319.5,7800.417041,2.566523984,32.931,2.74425,20.956,1.746333333,9088000,60.5161039,59.9,503.296,178843.137,90099.91304,22.6,24.9,23.644,2.409,3.9,5.48,6.25,7.16,1.68,5.822,8.29,8.29,2800.666667,-404.6666667,866,464,5067,786
1973-02-01,74,40605,1361.25,1973,2,22347459,8013391,2700000,174319.5,7800.417041,2.566523984,32.931,2.74425,20.956,1.746333333,9154000,60.54090909,60,503.296,178843.137,90099.91304,22.8,24.9,23.799,2.444,3.99,5.45,6.3,7.21,1.76,5.822,8.22,8.22,2800.666667,-404.6666667,866,353,4805,615
1973-03-01,75,40605,1361.25,1973,3,22347459,8013391,2700000,174319.5,7800.417041,2.566523984,32.931,2.74425,20.956,1.746333333,9198000,60.56571429,60.2,503.296,178843.137,90099.91304,22.8,25,23.955,2.479,4.46,5.77,6.5,7.3,1.53,5.822,8.27,8.27,2800.666667,-404.6666667,866,358,4523,639
1973-04-01,76,40605,1361.25,1973,4,22405392,8035129,2700000,175982.5,7854.470924,0.953995394,32.931,2.74425,20.956,1.746333333,9250000,60.59051948,60.4,503.296,178843.137,90099.91304,23.1,25,24.141,2.514,4.9,6.24,6.67,7.39,1.15,6.322,8.35,8.35,5827.333333,712.3333333,4267,809,4757,574
1973-05-01,77,40605,1361.25,1973,5,22405392,8035129,2700000,175982.5,7854.470924,0.953995394,32.931,2.74425,20.956,1.746333333,9251000,60.61532468,62,503.296,178843.137,90099.91304,23.2,25.3,24.328,2.55,5.18,7.15,7.4,7.72,0.57,6.822,8.5,8.5,5827.333333,712.3333333,4267,729,4447,1030
1973-06-01,78,40605,1361.25,1973,6,22405392,8035129,2700000,175982.5,7854.470924,0.953995394,32.931,2.74425,20.956,1.746333333,9320000,60.64012987,63.2,503.296,178843.137,90099.91304,23.4,25.4,24.514,2.585,5.48,6.94,7.19,7.74,0.8,7.572,8.72,8.72,5827.333333,712.3333333,4267,717,4273,880
1973-07-01,79,40605,1361.25,1973,7,22491777,8075547,2700000,176800.8,7860.686152,0.464989417,32.931,2.74425,20.956,1.746333333,9222000,60.66493506,64.4,503.296,178843.137,90099.91304,23.7,25.5,24.7,2.62,5.74,7.09,7.39,7.73,0.64,7.572,8.91,8.91,4893.666667,-976.3333333,2554,885,4429,729
