date,ID,"MARKET PRICE (TARGET) (average, detached Single Family Homes)",sales volume,year,month,National pop.,Provincial pop.,Municipal pop.,"National GDP (real, seasonally adjusted)",GDP per cap. (real),Most Recent Quarterly GDP % change (extended),GDP Construction (real),"GDP Construction (real, monthly)","GDP Finance, Insurance, Real Estate, Renting/Leasing (real, monthly)","GDP Finance, Insurance, Real Estate, Renting/Leasing (real)","Total Labour Force Size (people 15 or over, employed or actively seeking work)",Labour Force Participation Rate,Total Employment Rate,Labour Productivity,Labour Compensation,Median Income per Household in Toronto,"CPI - National, All Products","CPI - National, Core",National Debt (Billions),Provincial Debt,3 Month T-bill,2y bond,5y bond,10y bond,Yield curve slope,Variable mortgage rate,5-year fixed mortgage rate ,5-year fixed mortgage qualifying rate,Ontario Net International Migration (monthly),Ontario Net Interprovincial Migration (monthly),Ontario Net Non-Permanent Residents,"Housing Starts (SFH, monthly)","Under Construction (SFH, monthly)","Completions  (SFH, monthly)"
1995-11-01,347,197999,3295,1995,11,29396274,10993416,4198000,316641.5,10771.48417,0.403559261,47.838,3.9865,50.236,4.186333333,14672000,64.4,67.2,717.387,1047432.833,98800,88,89.5,608.867,98.167,5.816,6.07,6.74,7.44,1.12,7.572,7.86,7.86,6657,-775,-12243,590,3845,425
1995-12-01,348,197119,2268,1995,12,29396274,10993416,4198000,316641.5,10771.48417,0.403559261,47.838,3.9865,50.236,4.186333333,14736500,64.7,66.8,717.387,1047432.833,98800,87.8,89.2,612,99.1,5.541,5.89,6.64,7.43,1.22,7.322,7.66,7.66,6657,-775,-12243,624,3864,604
1996-01-01,349,195169,2222,1996,1,29446857,11009307,4274000,317101,10768.58559,0.145116796,49.519,4.126583333,51.573,4.29775,14769600,64.7,65.5,718.473,1094555.238,101900,88,89.3,615.133,100.033,5.119,5.41,6.33,7.35,1.6,7.072,7.22,7.22,7938,19.33333333,-5981,522,3773,598
1996-02-01,350,192406,4207,1996,2,29446857,11009307,4274000,317101,10768.58559,0.145116796,49.519,4.126583333,51.573,4.29775,14810200,64.8,65.8,718.473,1094555.238,101900,88.1,89.5,618.267,100.967,5.18,5.8,6.87,7.84,1.73,6.822,6.99,6.99,7938,19.33333333,-5981,349,3615,505
1996-03-01,351,197523,5350,1996,3,29446857,11009307,4274000,317101,10768.58559,0.145116796,49.519,4.126583333,51.573,4.29775,14790300,64.7,65.8,718.473,1094555.238,101900,88.5,89.7,621.4,101.9,5.025,6.14,7.02,7.94,1.5,6.572,7.36,7.36,7938,19.33333333,-5981,535,3611,542
1996-04-01,352,198445,5070,1996,4,29514217,11037392,4274000,319358.5,10820.49712,0.711918285,49.519,4.126583333,51.573,4.29775,14780800,64.6,66.3,718.473,1094555.238,101900,88.7,89.8,621.017,102.475,4.726,6.1,7.09,8.07,1.66,6.322,7.68,7.68,9015,-228,2913,713,3915,410
1996-05-01,353,201847,5514,1996,5,29514217,11037392,4274000,319358.5,10820.49712,0.711918285,49.519,4.126583333,51.573,4.29775,14793600,64.5,67.9,718.473,1094555.238,101900,89,90,620.633,103.05,4.645,6.06,7.01,7.92,1.66,6.322,7.67,7.67,9015,-228,2913,1031,4481,466
1996-06-01,354,204392,4979,1996,6,29514217,11037392,4274000,319358.5,10820.49712,0.711918285,49.519,4.126583333,51.573,4.29775,14866200,64.8,68.9,718.473,1094555.238,101900,89,89.8,620.25,103.625,4.695,6.29,7.05,7.98,1.48,6.322,7.68,7.68,9015,-228,2913,1125,5036,566
1996-07-01,355,199856,4539,1996,7,29610218,11082903,4274000,322040.8,10876.00233,0.839902492,49.519,4.126583333,51.573,4.29775,14891600,64.8,69.5,718.473,1094555.238,101900,89,90.2,619.867,104.2,4.425,6.01,6.96,7.86,1.61,6.072,7.68,7.68,8085.333333,-123.3333333,5871,1147,5505,678
1996-08-01,356,197622,4372,1996,8,29610218,11082903,4274000,322040.8,10876.00233,0.839902492,49.519,4.126583333,51.573,4.29775,14859500,64.6,69.4,718.473,1094555.238,101900,89,90.3,619.483,104.775,4.033,5.48,6.6,7.6,1.86,5.572,7.21,7.21,8085.333333,-123.3333333,5871,847,5557,795
1996-09-01,357,195486,4123,1996,9,29610218,11082903,4274000,322040.8,10876.00233,0.839902492,49.519,4.126583333,51.573,4.29775,14889600,64.7,67.8,718.473,1094555.238,101900,89.1,90.4,619.1,105.35,3.962,4.95,6.28,7.48,2.21,5.572,7.14,7.14,8085.333333,-123.3333333,5871,1034,5322,1266
1996-10-01,358,199882,5398,1996,10,29708206,11130574,4274000,324592.3,10926.01485,0.792290915,49.519,4.126583333,51.573,4.29775,14892200,64.6,67.5,718.473,1094555.238,101900,89.3,90.4,618.717,105.925,3.193,4.28,5.59,6.81,2.19,4.822,6.7,6.7,7197.666667,-236.6666667,-15036,1053,5429,946
1996-11-01,359,195801,5878,1996,11,29708206,11130574,4274000,324592.3,10926.01485,0.792290915,49.519,4.126583333,51.573,4.29775,14912800,64.6,67,718.473,1094555.238,101900,89.7,90.8,618.333,106.5,2.69,3.68,5.1,6.42,2.37,4.572,6.21,6.21,7197.666667,-236.6666667,-15036,911,5384,956
1996-12-01,360,196016,4127,1996,12,29708206,11130574,4274000,324592.3,10926.01485,0.792290915,49.519,4.126583333,51.573,4.29775,14918800,64.6,66.8,718.473,1094555.238,101900,89.7,90.8,617.95,107.075,2.799,4.03,5.44,6.77,2.34,4.572,6.14,6.14,7197.666667,-236.6666667,-15036,885,5458,811
1997-01-01,361,198798,4080,1997,1,29751536,11146270,4355000,328941.5,11056.2863,1.339896233,51.622,4.301833333,54.63,4.5525,14951900,64.7,65.6,749.208,1173709.979,99400,89.9,90.8,617.567,107.65,2.841,4.44,5.67,7.07,2.21,4.572,6.34,6.34,7868,267.3333333,351,542,5072,927
1997-02-01,362,207221,5200,1997,2,29751536,11146270,4355000,328941.5,11056.2863,1.339896233,51.622,4.301833333,54.63,4.5525,14961800,64.7,65.8,749.208,1173709.979,99400,90.1,90.9,617.183,108.225,2.858,4.29,5.44,6.78,2.09,4.572,6.32,6.32,7868,267.3333333,351,840,5156,756
1997-03-01,363,210207,5550,1997,3,29751536,11146270,4355000,328941.5,11056.2863,1.339896233,51.622,4.301833333,54.63,4.5525,14968100,64.6,66.1,749.208,1173709.979,99400,90.2,91.3,616.8,108.8,3.186,4.64,5.75,6.97,1.95,4.572,6.26,6.26,7868,267.3333333,351,787,5295,650
1997-04-01,364,213107,6423,1997,4,29818012,11179959,4355000,332643.3,11155.78396,1.125367277,51.622,4.301833333,54.63,4.5525,14986500,64.6,66.4,749.208,1173709.979,99400,90.2,91.4,615.35,109.125,3.138,4.8,5.92,6.97,1.88,4.572,6.76,6.76,8370,751.6666667,5658,1272,5682,884
1997-05-01,365,216904,5797,1997,5,29818012,11179959,4355000,332643.3,11155.78396,1.125367277,51.622,4.301833333,54.63,4.5525,15045200,64.8,68.2,749.208,1173709.979,99400,90.3,91.4,613.9,109.45,3.005,4.66,5.86,6.95,1.99,4.572,6.66,6.66,8370,751.6666667,5658,1524,6437,770
1997-06-01,366,215638,5046,1997,6,29818012,11179959,4355000,332643.3,11155.78396,1.125367277,51.622,4.301833333,54.63,4.5525,15066200,64.8,69.6,749.208,1173709.979,99400,90.5,91.7,612.45,109.775,2.861,4.27,5.32,6.49,1.87,4.572,6.42,6.42,8370,751.6666667,5658,1065,6668,829
1997-07-01,367,213634,5024,1997,7,29905948,11227651,4355000,336586.8,11254.84469,1.185504112,51.622,4.301833333,54.63,4.5525,15075900,64.8,70,749.208,1173709.979,99400,90.5,91.6,611,110.1,3.321,4.49,5.18,6.11,1.31,4.572,6.18,6.18,8340.333333,1278.666667,7776,1469,6908,1213
1997-08-01,368,211785,4317,1997,8,29905948,11227651,4355000,336586.8,11254.84469,1.185504112,51.622,4.301833333,54.63,4.5525,15143700,65,70.2,749.208,1173709.979,99400,90.6,91.7,609.55,110.425,3.13,4.26,5.36,6.38,1.8,4.572,6.2,6.2,8340.333333,1278.666667,7776,1495,7101,1302
1997-09-01,369,213567,4298,1997,9,29905948,11227651,4355000,336586.8,11254.84469,1.185504112,51.622,4.301833333,54.63,4.5525,15155200,65,68.9,749.208,1173709.979,99400,90.6,91.8,608.1,110.75,3.099,4.47,5.17,5.99,1.23,4.572,6.16,6.16,8340.333333,1278.666667,7776,1561,7278,1387
1997-10-01,370,211791,5077,1997,10,29994790,11278893,4355000,339839.5,11329.95097,0.966377766,51.622,4.301833333,54.63,4.5525,15180500,65.1,68.7,749.208,1173709.979,99400,90.6,91.9,606.65,111.075,3.628,4.38,4.99,5.8,1.11,5.072,5.93,5.93,6435,-23.33333333,-15825,1465,7540,1202
1997-11-01,371,212127,4185,1997,11,29994790,11278893,4355000,339839.5,11329.95097,0.966377766,51.622,4.301833333,54.63,4.5525,15205800,65.1,68.3,749.208,1173709.979,99400,90.5,91.7,605.2,111.4,3.574,4.63,5.17,5.78,0.93,5.322,5.89,5.89,6435,-23.33333333,-15825,1209,7505,1247
1997-12-01,372,205710,3017,1997,12,29994790,11278893,4355000,339839.5,11329.95097,0.966377766,51.622,4.301833333,54.63,4.5525,15158000,64.8,68,749.208,1173709.979,99400,90.4,91.5,603.75,111.725,4.46,5.04,5.34,5.8,0.57,5.822,6.1,6.1,6435,-23.33333333,-15825,974,7354,1125
1998-01-01,373,206209,3006,1998,1,30028506,11292059,4437000,344638,11477.02786,1.411990072,53.298,4.4415,56.503,4.708583333,15202800,65,66.4,762.16,1250581.367,105700,90.9,91.9,602.3,112.05,4.183,4.73,5.09,5.63,0.68,5.822,6.1,6.1,6404,743.3333333,176,889,7095,1151
1998-02-01,374,214577,4341,1998,2,30028506,11292059,4437000,344638,11477.02786,1.411990072,53.298,4.4415,56.503,4.708583333,15217100,65,67,762.16,1250581.367,105700,91,92.3,600.85,112.375,4.571,5.05,5.26,5.64,0.42,6.322,6.04,6.04,6404,743.3333333,176,817,6752,1162
1998-03-01,375,221564,5005,1998,3,30028506,11292059,4437000,344638,11477.02786,1.411990072,53.298,4.4415,56.503,4.708583333,15222900,64.9,67.2,762.16,1250581.367,105700,91.1,92.5,599.4,112.7,4.565,4.87,5.11,5.54,0.47,6.322,6.04,6.04,6404,743.3333333,176,626,6467,950
1998-04-01,376,222194,5825,1998,4,30080180,11322038,4437000,344820.5,11463.37888,0.052954114,53.298,4.4415,56.503,4.708583333,15238500,65,67.7,762.16,1250581.367,105700,91,92.5,597.667,112.867,4.825,5.12,5.32,5.64,0.37,6.322,5.99,5.99,6624,1078.333333,5278,1467,6729,1203
1998-05-01,377,222148,5912,1998,5,30080180,11322038,4437000,344820.5,11463.37888,0.052954114,53.298,4.4415,56.503,4.708583333,15257600,65,69.2,762.16,1250581.367,105700,91.3,92.7,595.933,113.033,4.75,5.09,5.21,5.49,0.25,6.322,6.12,6.12,6624,1078.333333,5278,1316,7130,918
1998-06-01,378,225323,5410,1998,6,30080180,11322038,4437000,344820.5,11463.37888,0.052954114,53.298,4.4415,56.503,4.708583333,15284100,65,70.4,762.16,1250581.367,105700,91.4,92.6,594.2,113.2,4.882,5.2,5.28,5.45,0.15,6.322,6.1,6.1,6624,1078.333333,5278,987,7179,938
1998-07-01,379,210459,5026,1998,7,30155173,11365901,4437000,347962.5,11539.06496,0.911198725,53.298,4.4415,56.503,4.708583333,15333400,65.2,70.9,762.16,1250581.367,105700,91.4,92.8,592.467,113.367,4.926,5.24,5.42,5.56,0.23,6.322,6.1,6.1,5394.333333,1335.666667,8014,597,7056,718
1998-08-01,380,208617,4462,1998,8,30155173,11365901,4437000,347962.5,11539.06496,0.911198725,53.298,4.4415,56.503,4.708583333,15341400,65.2,71,762.16,1250581.367,105700,91.4,93,590.733,113.533,4.876,5.41,5.62,5.78,0.26,6.322,6.28,6.28,5394.333333,1335.666667,8014,1051,7255,852
1998-09-01,381,213917,4492,1998,9,30155173,11365901,4437000,347962.5,11539.06496,0.911198725,53.298,4.4415,56.503,4.708583333,15405400,65.4,69.7,762.16,1250581.367,105700,91.2,93,589,113.7,4.936,4.7,4.78,5.15,0.25,7.072,6.52,6.52,5394.333333,1335.666667,8014,1139,7514,880
1998-10-01,382,217908,4688,1998,10,30231639,11408804,4437000,352677.3,11665.83459,1.354973596,53.298,4.4415,56.503,4.708583333,15392500,65.2,69.6,762.16,1250581.367,105700,91.6,93.2,587.267,113.867,4.744,4.51,4.69,5.27,0.49,6.822,5.93,5.93,5057.333333,664.6666667,-14754,1361,7876,996
1998-11-01,383,214465,3905,1998,11,30231639,11408804,4437000,352677.3,11665.83459,1.354973596,53.298,4.4415,56.503,4.708583333,15439100,65.4,69.3,762.16,1250581.367,105700,91.6,93,585.533,114.033,4.815,4.94,5.03,5.35,0.24,6.572,6.14,6.14,5057.333333,664.6666667,-14754,1194,8032,1035
1998-12-01,384,215131,3272,1998,12,30231639,11408804,4437000,352677.3,11665.83459,1.354973596,53.298,4.4415,56.503,4.708583333,15459000,65.4,69,762.16,1250581.367,105700,91.3,92.8,583.8,114.2,4.697,4.72,4.76,5.08,0.17,6.572,5.89,5.89,5057.333333,664.6666667,-14754,1252,8135,1149
1999-01-01,385,211723,2449,1999,1,30260117,11419589,4521000,359045,11865.2879,1.805531572,55.996,4.666333333,59.652,4.971,15499400,65.5,67.8,791.839,1319763.232,112300,91.5,92.8,582.067,114.367,4.658,4.73,4.76,5.08,0.16,6.572,5.92,5.92,5965.333333,1449,3420,666,7864,935
1999-02-01,386,221354,4393,1999,2,30260117,11419589,4521000,359045,11865.2879,1.805531572,55.996,4.666333333,59.652,4.971,15486600,65.4,68,791.839,1319763.232,112300,91.6,93.1,580.333,114.533,4.835,5.17,5.22,5.37,0.09,6.572,5.99,5.99,5965.333333,1449,3420,912,7398,1379
1999-03-01,387,227174,5795,1999,3,30260117,11419589,4521000,359045,11865.2879,1.805531572,55.996,4.666333333,59.652,4.971,15497700,65.4,68.2,791.839,1319763.232,112300,92,93.5,578.6,114.7,4.749,4.82,4.95,5.23,0.23,6.572,6.23,6.23,5965.333333,1449,3420,874,6813,1446
1999-04-01,388,233053,6594,1999,4,30314696,11452857,4521000,362006.3,11941.61076,0.824771268,55.996,4.666333333,59.652,4.971,15592500,65.7,68.7,791.839,1319763.232,112300,92.5,93.8,577.533,116.342,4.601,4.78,4.98,5.34,0.36,6.322,5.91,5.91,7229,2119.333333,9709,1564,7131,1319
1999-05-01,389,231908,6296,1999,5,30314696,11452857,4521000,362006.3,11941.61076,0.824771268,55.996,4.666333333,59.652,4.971,15591500,65.7,70.3,791.839,1319763.232,112300,92.7,94,576.467,117.983,4.42,5.14,5.34,5.54,0.28,6.072,6.19,6.19,7229,2119.333333,9709,1566,7557,1123
1999-06-01,390,230692,6304,1999,6,30314696,11452857,4521000,362006.3,11941.61076,0.824771268,55.996,4.666333333,59.652,4.971,15553300,65.4,71.5,791.839,1319763.232,112300,92.9,94.1,575.4,119.625,4.622,5.1,5.35,5.63,0.36,6.072,6.55,6.55,7229,2119.333333,9709,1481,7789,1249
1999-07-01,391,222102,5472,1999,7,30401286,11504759,4521000,367680.5,12094.24167,1.567431285,55.996,4.666333333,59.652,4.971,15610200,65.6,71.9,791.839,1319763.232,112300,93.1,94.2,574.333,121.267,4.636,5.34,5.53,5.74,0.28,6.072,6.62,6.62,7346.333333,1837,12607,1514,8084,1218
1999-08-01,392,225976,4679,1999,8,30401286,11504759,4521000,367680.5,12094.24167,1.567431285,55.996,4.666333333,59.652,4.971,15610600,65.5,71.7,791.839,1319763.232,112300,93.3,94.4,573.267,122.908,4.834,5.37,5.51,5.69,0.18,6.072,7,7,7346.333333,1837,12607,1390,7742,1722
1999-09-01,393,228431,4818,1999,9,30401286,11504759,4521000,367680.5,12094.24167,1.567431285,55.996,4.666333333,59.652,4.971,15645900,65.6,70.6,791.839,1319763.232,112300,93.6,94.8,572.2,124.55,4.687,5.43,5.67,5.92,0.34,6.072,6.87,6.87,7346.333333,1837,12607,1347,7920,1178
1999-10-01,394,230864,4767,1999,10,30492106,11559464,4521000,372831.5,12227.14823,1.40094457,55.996,4.666333333,59.652,4.971,15640300,65.5,70.6,791.839,1319763.232,112300,93.7,94.7,571.133,126.192,4.85,5.99,6.2,6.38,0.27,6.072,7.1,7.1,7277,736,-14844,1250,7901,1286
1999-11-01,395,236214,4119,1999,11,30492106,11559464,4521000,372831.5,12227.14823,1.40094457,55.996,4.666333333,59.652,4.971,15633500,65.4,70.3,791.839,1319763.232,112300,93.6,94.5,570.067,127.833,4.815,5.76,5.98,6.12,0.26,6.322,7.33,7.33,7277,736,-14844,1450,7942,1407
1999-12-01,396,231992,3271,1999,12,30492106,11559464,4521000,372831.5,12227.14823,1.40094457,55.996,4.666333333,59.652,4.971,15671100,65.5,70.2,791.839,1319763.232,112300,93.7,94.4,569,129.475,4.93,5.85,6.11,6.25,0.33,6.322,7.33,7.33,7277,736,-14844,1521,8388,1076
2000-01-01,397,229758,2694,2000,1,30525872,11576994,4607000,378669,12404.85448,1.565720708,58.96,4.913333333,62.577,5.21475,15720800,65.7,68.9,822.303,1432526.363,115100,93.5,94.2,567.933,131.117,5.076,6.07,6.38,6.36,0.37,6.322,7.54,7.54,7332,2123.666667,7571,1058,8299,1148
2000-02-01,398,245134,4731,2000,2,30525872,11576994,4607000,378669,12404.85448,1.565720708,58.96,4.913333333,62.577,5.21475,15753300,65.7,69.3,822.303,1432526.363,115100,94.1,94.6,566.867,132.758,5.051,6.08,6.29,5.98,0.11,6.572,7.63,7.63,7332,2123.666667,7571,802,7886,1206
2000-03-01,399,245553,6133,2000,3,30525872,11576994,4607000,378669,12404.85448,1.565720708,58.96,4.913333333,62.577,5.21475,15779800,65.8,69.5,822.303,1432526.363,115100,94.8,95,565.8,134.4,5.277,6.01,6.13,5.96,0.02,6.822,7.44,7.44,7332,2123.666667,7571,1180,7698,1359
2000-04-01,400,247303,5996,2000,4,30594030,11621255,4607000,383125.8,12522.89417,1.176964579,58.96,4.913333333,62.577,5.21475,15787200,65.7,69.8,822.303,1432526.363,115100,94.5,95,564.475,134.242,5.449,6.03,6.17,6.03,0.07,6.822,7.43,7.43,9977,2759.666667,10470,1870,8549,1011
2000-05-01,401,247014,5892,2000,5,30594030,11621255,4607000,383125.8,12522.89417,1.176964579,58.96,4.913333333,62.577,5.21475,15783800,65.6,71.5,822.303,1432526.363,115100,94.9,95.3,563.15,134.083,5.751,6.19,6.17,5.94,-0.19,7.322,7.7,7.7,9977,2759.666667,10470,1487,8922,1118
2000-06-01,402,247929,5754,2000,6,30594030,11621255,4607000,383125.8,12522.89417,1.176964579,58.96,4.913333333,62.577,5.21475,15807800,65.7,72.3,822.303,1432526.363,115100,95.5,95.5,561.825,133.925,5.551,6.01,6.04,5.9,-0.08,7.322,7.54,7.54,9977,2759.666667,10470,1531,9234,1221
2000-07-01,403,236526,4729,2000,7,30685730,11683290,4607000,387053,12613.45257,1.025041905,58.96,4.913333333,62.577,5.21475,15818500,65.6,72.6,822.303,1432526.363,115100,95.8,95.7,560.5,133.767,5.625,5.95,6,5.83,-0.09,7.322,7.38,7.38,10647.66667,2022,14622,1585,9334,1482
2000-08-01,404,230093,4961,2000,8,30685730,11683290,4607000,387053,12613.45257,1.025041905,58.96,4.913333333,62.577,5.21475,15883500,65.8,72.5,822.303,1432526.363,115100,95.7,95.8,559.175,133.608,5.622,5.88,5.92,5.79,-0.11,7.322,7.28,7.28,10647.66667,2022,14622,1490,9347,1477
2000-09-01,405,248604,4857,2000,9,30685730,11683290,4607000,387053,12613.45257,1.025041905,58.96,4.913333333,62.577,5.21475,15916300,65.9,71.3,822.303,1432526.363,115100,96.1,96,557.85,133.45,5.564,5.69,5.76,5.83,0.06,7.322,7.28,7.28,10647.66667,2022,14622,1382,9046,1679
2000-10-01,406,245321,4696,2000,10,30783969,11748348,4607000,387818.5,12598.06687,0.197776532,58.96,4.913333333,62.577,5.21475,15955700,66,71.3,822.303,1432526.363,115100,96.3,96.1,556.525,133.292,5.619,5.69,5.75,5.79,0.03,7.322,7.28,7.28,9702.333333,858.6666667,-14515,1421,9161,1312
2000-11-01,407,246154,4880,2000,11,30783969,11748348,4607000,387818.5,12598.06687,0.197776532,58.96,4.913333333,62.577,5.21475,15982100,66,71,822.303,1432526.363,115100,96.6,96.2,555.2,133.133,5.736,5.64,5.59,5.63,-0.1,7.322,7.24,7.24,9702.333333,858.6666667,-14515,1816,9508,1469
2000-12-01,408,238956,3026,2000,12,30783969,11748348,4607000,387818.5,12598.06687,0.197776532,58.96,4.913333333,62.577,5.21475,16003200,66,70.8,822.303,1432526.363,115100,96.7,96.2,553.875,132.975,5.557,5.27,5.3,5.59,0.08,7.322,7.01,7.01,9702.333333,858.6666667,-14515,1497,9992,1008
2001-01-01,409,235535,3103,2001,1,30824441,11771945,4694000,390001.5,12652.34623,0.562892178,63.257,5.271416667,66.052,5.504333333,15994500,65.9,69.4,837.878,1479086.621,115500,96.3,96,552.55,132.817,5.142,4.88,5.14,5.71,0.51,7.072,6.78,6.78,10552.33333,1349,10911,1134,9319,1808
2001-02-01,410,252072,4761,2001,2,30824441,11771945,4694000,390001.5,12652.34623,0.562892178,63.257,5.271416667,66.052,5.504333333,16004400,65.9,69.5,837.878,1479086.621,115500,96.8,96.5,551.225,132.658,4.804,4.81,5.09,5.63,0.55,7.072,6.72,6.72,10552.33333,1349,10911,876,8845,1354
2001-03-01,411,248601,6328,2001,3,30824441,11771945,4694000,390001.5,12652.34623,0.562892178,63.257,5.271416667,66.052,5.504333333,16033200,66,69.7,837.878,1479086.621,115500,97.1,96.6,549.9,132.5,4.604,4.69,5.03,5.74,0.72,6.572,6.39,6.39,10552.33333,1349,10911,1057,8721,1186
2001-04-01,412,249692,6163,2001,4,30910996,11827345,4694000,390953,12647.69987,0.243973421,63.257,5.271416667,66.052,5.504333333,16066900,66,70.1,837.878,1479086.621,115500,97.8,97,548.792,132.517,4.41,4.76,5.23,5.94,0.9,6.322,6.42,6.42,12555,1978,13140,1506,8958,1258
2001-05-01,413,255460,7485,2001,5,30910996,11827345,4694000,390953,12647.69987,0.243973421,63.257,5.271416667,66.052,5.504333333,16076900,66,71.7,837.878,1479086.621,115500,98.6,97.3,547.683,132.533,4.401,4.99,5.61,6.08,0.97,6.072,6.58,6.58,12555,1978,13140,1464,9160,1250
2001-06-01,414,258797,7176,2001,6,30910996,11827345,4694000,390953,12647.69987,0.243973421,63.257,5.271416667,66.052,5.504333333,16085100,65.9,72.3,837.878,1479086.621,115500,98.7,97.4,546.575,132.55,4.242,4.87,5.39,5.97,0.86,6.072,6.67,6.67,12555,1978,13140,1535,9412,1279
2001-07-01,415,250095,5807,2001,7,31020855,11897473,4694000,391228,12611.7736,0.070340936,63.257,5.271416667,66.052,5.504333333,16083900,65.8,72.5,837.878,1479086.621,115500,98.4,97.8,545.467,132.567,4.029,4.73,5.36,6.01,1.03,5.822,6.66,6.66,10840,548,16528,1112,9256,1267
2001-08-01,416,247472,5845,2001,8,31020855,11897473,4694000,391228,12611.7736,0.070340936,63.257,5.271416667,66.052,5.504333333,16112400,65.8,72.2,837.878,1479086.621,115500,98.4,97.9,544.358,132.583,3.805,4.26,4.93,5.72,1.1,5.572,6.59,6.59,10840,548,16528,1671,8433,2499
2001-09-01,417,245530,5021,2001,9,31020855,11897473,4694000,391228,12611.7736,0.070340936,63.257,5.271416667,66.052,5.504333333,16131500,65.8,71,837.878,1479086.621,115500,98.6,98.1,543.25,132.6,3.039,3.38,4.62,5.86,1.94,5.072,6.23,6.23,10840,548,16528,1316,7847,1901
2001-10-01,418,251479,5402,2001,10,31128873,11961546,4694000,393297.8,12634.50174,0.529052113,63.257,5.271416667,66.052,5.504333333,16159800,65.9,70.8,837.878,1479086.621,115500,98.1,98,542.142,132.617,2.54,2.92,4.08,5.32,1.94,4.322,5.94,5.94,8176,-41.66666667,-14608,2027,7417,2456
2001-11-01,419,257947,5759,2001,11,31128873,11961546,4694000,393297.8,12634.50174,0.529052113,63.257,5.271416667,66.052,5.504333333,16199700,66,70.4,837.878,1479086.621,115500,97.2,97.8,541.033,132.633,2.207,3.37,4.68,5.66,1.99,3.822,5.71,5.71,8176,-41.66666667,-14608,1823,7906,1334
2001-12-01,420,255584,4762,2001,12,31128873,11961546,4694000,393297.8,12634.50174,0.529052113,63.257,5.271416667,66.052,5.504333333,16276100,66.2,69.9,837.878,1479086.621,115500,97.4,97.7,539.925,132.65,1.996,3.21,4.69,5.75,2.23,3.822,5.84,5.84,8176,-41.66666667,-14608,1323,7888,1341
2002-01-01,421,262919,4869,2002,1,31168896,11979906,4777000,399048.5,12802.77941,1.462174464,66.557,5.546416667,68.073,5.67275,16327400,66.3,68.9,858.19,1523068.995,113500,97.6,97.6,538.817,132.667,1.966,3.25,4.71,5.72,2.17,3.572,5.82,5.82,11140.33333,1043.333333,5604,1120,7820,1185
2002-02-01,422,270883,6866,2002,2,31168896,11979906,4777000,399048.5,12802.77941,1.462174464,66.557,5.546416667,68.073,5.67275,16338500,66.3,69.2,858.19,1523068.995,113500,98.2,98.2,537.708,132.683,2.07,3.23,4.58,5.68,2.08,3.572,5.79,5.79,11140.33333,1043.333333,5604,1055,7537,1333
2002-03-01,423,274874,7602,2002,3,31168896,11979906,4777000,399048.5,12802.77941,1.462174464,66.557,5.546416667,68.073,5.67275,16412200,66.5,69.6,858.19,1523068.995,113500,98.9,98.7,536.6,132.7,2.343,4.5,5.28,6,1.29,3.572,6,6,11140.33333,1043.333333,5604,1441,7527,1444
2002-04-01,424,277664,8181,2002,4,31252682,12029818,4777000,401406.3,12843.89929,0.590855498,66.557,5.546416667,68.073,5.67275,16432500,66.5,70.1,858.19,1523068.995,113500,99.5,99.2,535.3,132.7,2.41,4.21,5.05,5.89,1.43,3.822,6.2,6.2,13788,235,8886,1964,8279,1219
2002-05-01,425,278323,8042,2002,5,31252682,12029818,4777000,401406.3,12843.89929,0.590855498,66.557,5.546416667,68.073,5.67275,16503600,66.7,71.8,858.19,1523068.995,113500,99.7,99.6,534,132.7,2.622,4.15,4.9,5.76,1.34,3.822,6.2,6.2,13788,235,8886,2254,8835,1690
2002-06-01,426,278698,6627,2002,6,31252682,12029818,4777000,401406.3,12843.89929,0.590855498,66.557,5.546416667,68.073,5.67275,16543300,66.8,72.9,858.19,1523068.995,113500,99.9,100,532.7,132.7,2.738,3.84,4.67,5.73,1.53,4.072,6.18,6.18,13788,235,8886,2256,9683,1394
2002-07-01,427,274348,5727,2002,7,31359199,12093412,4777000,404877.3,12910.95796,0.864709896,66.557,5.546416667,68.073,5.67275,16592800,66.9,73.3,858.19,1523068.995,113500,100.5,100.6,531.4,132.7,2.849,3.32,4.3,5.7,1.91,4.322,6.1,6.1,7142.333333,412.3333333,15138,2150,10014,1817
2002-08-01,428,266154,5418,2002,8,31359199,12093412,4777000,404877.3,12910.95796,0.864709896,66.557,5.546416667,68.073,5.67275,16641800,67.1,73.4,858.19,1523068.995,113500,100.9,100.9,530.1,132.7,2.996,3.53,4.49,5.55,1.61,4.322,5.81,5.81,7142.333333,412.3333333,15138,2135,9917,2232
2002-09-01,429,282765,5846,2002,9,31359199,12093412,4777000,404877.3,12910.95796,0.864709896,66.557,5.546416667,68.073,5.67275,16665100,67.1,72.2,858.19,1523068.995,113500,100.9,101,528.8,132.7,2.826,3.48,4.2,5.38,1.44,4.322,5.69,5.69,7142.333333,412.3333333,15138,1811,9577,2149
2002-10-01,430,279771,6455,2002,10,31450677,12145100,4777000,407101,12944.10928,0.549228124,66.557,5.546416667,68.073,5.67275,16686500,67.1,72.1,858.19,1523068.995,113500,101.2,101.2,527.5,132.7,2.805,3.39,4.34,5.61,1.77,4.322,5.7,5.7,5738.666667,-344.6666667,-13301,2524,10083,2014
